aX,aY,aZ,gX,gY,gZ
0.257,-0.087,-0.055,-186.584,133.240,169.495
0.287,-0.037,-0.070,-190.918,156.128,169.434
0.214,0.011,-0.172,-188.477,150.208,164.001
0.145,0.045,-0.227,-185.242,136.169,158.997
0.116,0.090,-0.237,-182.861,130.249,152.588
0.070,0.094,-0.270,-178.162,128.357,146.790
0.060,0.089,-0.317,-171.326,130.554,144.714
0.049,0.083,-0.391,-165.222,135.498,143.677
0.033,0.153,-0.543,-161.682,143.005,143.921
-0.010,0.301,-0.786,-163.513,152.588,148.743
-0.109,0.507,-0.997,-169.006,153.931,156.067
-0.205,0.648,-1.132,-175.293,140.747,158.020
-0.235,0.710,-1.128,-179.077,113.525,146.057
-0.219,0.663,-1.062,-176.453,81.116,121.826
-0.169,0.573,-0.994,-170.288,54.443,92.346
-0.114,0.468,-0.914,-161.804,38.940,63.965
-0.030,0.341,-0.862,-147.217,36.682,41.138
0.080,0.285,-0.947,-132.812,52.734,31.799
0.135,0.445,-1.190,-129.639,85.266,42.053
0.083,0.708,-1.425,-134.033,115.967,66.895
-0.023,0.911,-1.582,-137.390,127.014,93.811
-0.113,1.018,-1.626,-142.883,114.990,110.107
-0.169,1.016,-1.641,-147.522,90.210,110.229
-0.173,0.961,-1.647,-149.658,65.918,98.450
-0.146,0.873,-1.593,-146.912,44.495,78.247
-0.060,0.771,-1.492,-134.705,23.926,52.124
0.037,0.666,-1.363,-114.319,6.531,27.283
0.114,0.603,-1.203,-92.651,1.587,7.141
0.142,0.550,-1.064,-75.684,5.920,-4.211
0.161,0.510,-0.950,-65.308,12.695,-9.521
0.192,0.482,-0.865,-61.279,17.700,-12.695
0.235,0.459,-0.804,-59.143,20.752,-12.756
0.230,0.458,-0.768,-59.570,24.292,-8.179
0.201,0.438,-0.730,-62.134,27.405,-2.441
0.198,0.423,-0.742,-68.237,31.555,2.380
0.199,0.413,-0.747,-75.073,34.790,5.737
0.195,0.404,-0.789,-79.346,36.987,7.690
0.209,0.367,-0.859,-81.360,41.382,8.301
0.248,0.305,-0.912,-82.397,44.617,10.315
0.275,0.259,-0.926,-82.825,43.518,12.878
0.293,0.212,-0.915,-81.543,40.039,17.395
0.282,0.186,-0.911,-77.332,41.504,25.146
0.254,0.189,-0.927,-66.772,52.185,33.508
0.225,0.241,-0.968,-54.688,66.833,41.382
0.185,0.333,-1.029,-50.171,75.012,49.133
-0.180,0.698,-1.134,-51.270,72.449,54.504
0.235,0.338,-1.160,-49.805,64.697,44.678
0.204,0.397,-1.253,-57.983,50.903,33.752
0.151,0.393,-1.271,-66.528,43.518,26.917
0.152,0.406,-1.309,-71.106,29.541,33.813
0.103,0.410,-1.358,-64.026,20.264,38.574
-0.005,0.377,-1.367,-56.152,27.649,38.330
0.071,0.423,-1.391,-48.950,43.396,35.339
-0.012,0.378,-1.407,-37.292,53.955,32.166
0.028,0.432,-1.391,-28.992,53.162,35.828
0.003,0.499,-1.394,-25.330,45.166,40.161
-0.022,0.521,-1.411,-24.475,36.987,40.588
-0.067,0.525,-1.425,-19.958,27.588,38.513
-0.052,0.516,-1.375,-9.949,14.038,29.785
-0.040,0.502,-1.283,0.122,2.075,19.592
-0.032,0.466,-1.176,6.592,-5.981,11.963
-0.027,0.457,-1.046,7.935,-12.024,7.263
-0.028,0.452,-0.948,5.859,-15.442,5.066
-0.027,0.447,-0.886,0.732,-16.479,3.723
-0.249,0.537,-0.890,-1.892,-16.113,1.221
-0.075,0.412,-0.819,5.371,-7.996,-9.705
0.026,0.330,-0.776,8.362,2.441,-18.005
0.087,0.276,-0.766,2.563,4.456,-20.264
0.109,0.244,-0.792,-5.432,-1.160,-19.470
0.107,0.240,-0.836,-10.132,-7.019,-18.677
0.099,0.243,-0.874,-12.146,-7.935,-17.578
0.094,0.253,-0.895,-12.024,-5.005,-16.541
0.084,0.261,-0.913,-10.071,0.610,-15.503
0.093,0.252,-0.949,-6.165,8.972,-15.930
0.134,0.241,-0.979,-2.686,17.639,-16.052
0.156,0.252,-0.986,-3.296,22.339,-13.428
0.138,0.276,-0.997,-7.385,22.217,-7.629
0.112,0.292,-1.017,-13.123,17.517,-2.258
0.076,0.317,-1.030,-17.883,10.620,1.160
0.055,0.328,-1.054,-17.334,4.456,1.465
0.055,0.313,-1.062,-12.146,0.061,-0.122
0.060,0.298,-1.059,-6.042,-0.366,-2.075
0.055,0.314,-1.043,-1.587,2.930,-3.479
0.059,0.296,-1.036,1.953,6.470,-2.319
0.058,0.286,-1.030,3.296,8.423,1.221
0.029,0.294,-1.059,5.188,10.071,1.709
0.041,0.262,-1.001,11.292,14.343,-1.160
-0.180,0.604,-2.408,38.452,-5.676,20.752
-0.324,0.689,-2.531,58.777,-8.545,19.226
-0.457,0.786,-2.608,81.482,-15.808,10.498
-0.582,0.817,-2.662,107.300,-27.771,-5.737
-0.671,0.822,-2.701,132.080,-42.542,-26.062
-0.721,0.748,-2.730,153.870,-57.556,-46.387
-0.693,0.667,-2.746,173.462,-71.106,-64.941
-0.635,0.585,-2.735,190.186,-79.895,-77.759
-0.883,0.588,-2.620,203.613,-81.970,-86.304
-0.961,0.593,-2.471,215.027,-87.585,-89.111
-1.054,0.437,-2.344,228.760,-101.257,-98.511
-1.113,0.334,-2.161,237.244,-117.188,-109.619
-1.126,0.156,-1.933,241.333,-131.348,-122.437
-1.163,-0.027,-1.726,241.577,-146.545,-134.521
-1.178,-0.175,-1.548,237.366,-162.842,-143.982
-1.169,-0.347,-1.411,229.248,-178.345,-151.184
-1.114,-0.513,-1.248,219.482,-190.918,-156.677
-1.159,-0.687,-1.062,213.684,-202.820,-161.377
-1.102,-0.917,-0.916,204.468,-232.361,-164.734
-1.209,-0.803,-0.709,209.045,-259.399,-162.720
-1.169,-0.914,-0.606,232.422,-262.634,-174.622
-0.988,-1.011,-0.399,263.428,-250.366,-193.420
-0.767,-1.088,-0.183,285.156,-235.046,-205.811
-0.549,-1.078,0.026,291.748,-217.529,-210.510
-0.401,-1.039,0.180,285.889,-205.078,-207.642
-0.271,-1.027,0.283,272.827,-199.280,-199.097
-0.175,-0.998,0.412,259.827,-193.298,-188.904
-0.080,-0.944,0.502,257.080,-177.856,-180.847
-0.015,-0.866,0.521,263.611,-152.710,-176.331
0.051,-0.775,0.561,274.048,-123.291,-179.504
0.139,-0.785,0.615,286.255,-95.825,-188.843
0.308,-0.802,0.679,294.678,-77.087,-200.745
0.451,-0.923,0.772,292.358,-73.547,-211.426
0.637,-1.119,0.935,278.198,-85.571,-217.285
0.833,-1.249,1.150,255.310,-108.459,-217.041
0.957,-1.375,1.410,230.469,-143.127,-212.708
1.003,-1.593,1.766,205.872,-179.932,-207.092
0.963,-1.929,2.234,185.547,-207.214,-202.087
1.082,-2.212,2.961,166.138,-218.262,-196.533
1.463,-2.159,3.521,153.198,-222.412,-183.838
1.728,-2.008,3.593,138.245,-198.242,-159.424
1.880,-1.929,3.265,108.032,-113.464,-135.437
2.000,-1.799,2.728,56.519,1.526,-104.004
1.963,-1.472,2.159,-4.883,81.116,-46.936
1.581,-1.099,1.597,-57.800,95.154,34.607
1.161,-0.793,1.151,-94.360,79.529,110.718
0.815,-0.507,0.841,-113.586,69.763,152.222
0.635,-0.258,0.655,-115.051,73.181,162.415
0.553,-0.079,0.550,-108.276,78.430,155.640
0.558,-0.016,0.535,-100.342,76.721,141.541
0.604,-0.023,0.580,-96.130,68.909,122.925
0.668,-0.033,0.645,-97.351,57.251,104.736
0.701,-0.059,0.703,-102.539,48.462,94.421
0.707,-0.117,0.746,-108.032,45.959,92.407
0.712,-0.167,0.785,-112.793,49.133,93.811
0.694,-0.193,0.811,-115.662,56.580,96.069
0.664,-0.200,0.810,-117.126,66.528,97.351
0.619,-0.178,0.768,-119.690,77.393,96.619
0.571,-0.149,0.707,-123.413,87.097,93.811
0.513,-0.136,0.640,-126.892,95.093,91.248
0.465,-0.138,0.569,-129.883,101.257,88.501
0.447,-0.151,0.505,-133.484,106.018,85.327
0.451,-0.188,0.449,-137.878,109.314,83.679
0.480,-0.209,0.412,-144.653,111.145,85.693
0.475,-0.215,0.371,-153.564,113.953,92.896
0.441,-0.204,0.321,-161.621,120.300,105.652
0.404,-0.197,0.249,-166.809,131.409,118.408
0.365,-0.173,0.193,-169.373,145.203,128.723
0.289,-0.161,0.117,-171.265,156.921,141.052
0.215,-0.141,0.052,-174.927,164.490,154.175
0.103,-0.120,-0.015,-179.504,167.053,165.039
0.087,-0.077,-0.071,-183.777,171.143,168.579
-0.060,-0.055,-0.294,-188.049,164.551,172.119
-0.091,-0.025,-0.375,-192.017,162.048,171.753
-0.122,0.015,-0.464,-193.359,163.574,164.185
-0.155,0.046,-0.544,-187.195,158.630,154.602
-0.169,0.069,-0.596,-179.871,155.579,145.508
-0.166,0.063,-0.615,-176.453,154.907,139.709
-0.156,0.077,-0.648,-177.979,152.466,135.010
-0.154,0.079,-0.710,-179.993,147.583,134.155
-0.191,0.087,-0.779,-180.969,146.729,137.695
-0.247,0.115,-0.888,-177.856,154.419,141.296
-0.306,0.194,-1.040,-174.622,165.466,144.043
-0.360,0.302,-1.230,-175.293,170.044,147.400
-0.440,0.429,-1.388,-179.626,162.964,150.818
-0.523,0.509,-1.529,-183.960,148.071,149.231
-0.546,0.555,-1.600,-187.622,126.770,137.878
-0.525,0.544,-1.615,-187.073,100.403,116.882
-0.478,0.521,-1.619,-178.284,76.904,91.431
-0.419,0.506,-1.635,-162.354,66.833,68.665
-0.370,0.518,-1.644,-145.386,67.688,52.551
-0.338,0.543,-1.633,-130.676,69.458,44.189
-0.300,0.555,-1.627,-121.033,67.749,39.001
-0.258,0.543,-1.603,-119.202,61.707,33.325
-0.214,0.499,-1.576,-122.681,50.232,27.405
-0.160,0.421,-1.570,-126.404,38.025,19.897
-0.099,0.326,-1.537,-126.282,28.625,11.597
-0.017,0.237,-1.513,-119.019,22.583,6.165
0.064,0.239,-1.546,-106.567,23.682,8.423
0.105,0.320,-1.615,-94.238,33.630,18.921
0.070,0.404,-1.677,-83.069,45.776,33.447
0.027,0.491,-1.750,-73.853,54.626,46.997
-0.084,0.616,-1.892,-68.665,58.105,58.960
-0.000,0.606,-1.936,-64.758,73.425,71.350
-0.106,0.603,-2.045,-58.655,69.885,63.171
-0.146,0.608,-2.045,-41.809,32.654,48.828
-0.148,0.618,-1.879,-26.001,14.832,33.752
-0.139,0.608,-1.659,-9.216,1.404,17.517
-0.118,0.558,-1.416,8.667,-10.742,4.395
-0.090,0.509,-1.193,26.001,-15.442,-3.784
-0.087,0.468,-1.011,38.879,-10.620,-8.545
-0.091,0.454,-0.876,44.556,-2.563,-12.085
-0.089,0.458,-0.805,43.274,2.258,-16.235
-0.077,0.456,-0.772,34.607,2.136,-19.958
-0.062,0.446,-0.751,21.790,-2.014,-21.118
-0.027,0.422,-0.745,10.254,-6.287,-20.569
0.022,0.359,-0.745,2.258,-7.263,-19.836
0.071,0.314,-0.772,-4.517,-7.690,-20.630
0.117,0.282,-0.826,-8.850,-6.409,-21.118
-0.222,0.678,-2.017,-14.038,-25.391,-3.357
-0.283,0.741,-2.214,-10.864,-31.372,-4.700
-0.335,0.787,-2.377,-0.732,-36.133,-10.498
-0.389,0.797,-2.472,20.264,-42.786,-22.278
-0.460,0.791,-2.504,55.054,-46.997,-38.452
-0.524,0.770,-2.509,97.290,-42.725,-57.678
-0.557,0.754,-2.457,134.583,-35.339,-78.003
-0.537,0.698,-2.368,158.997,-34.729,-97.351
-0.512,0.632,-2.265,167.847,-46.143,-112.122
-0.519,0.581,-2.153,165.710,-63.782,-120.056
-0.573,0.510,-2.010,159.790,-78.918,-122.620
-0.627,0.418,-1.860,152.527,-88.074,-122.620
-0.680,0.320,-1.724,141.724,-95.520,-121.887
-0.699,0.232,-1.593,129.272,-105.469,-121.948
-0.735,0.138,-1.486,119.873,-114.929,-121.277
-0.795,0.066,-1.415,118.652,-119.080,-119.385
-0.866,-0.010,-1.354,126.953,-119.202,-118.896
-0.934,-0.087,-1.278,142.273,-117.920,-123.413
-0.977,-0.156,-1.193,160.095,-116.028,-133.118
-0.959,-0.231,-1.078,176.086,-115.356,-146.423
-0.894,-0.331,-0.899,184.448,-121.033,-161.621
-0.821,-0.415,-0.726,182.983,-134.766,-172.241
-0.738,-0.494,-0.555,174.561,-152.893,-178.833
-0.643,-0.562,-0.405,163.757,-169.739,-181.824
-0.571,-0.578,-0.292,152.588,-181.458,-179.810
-0.500,-0.597,-0.188,142.883,-189.087,-174.133
-0.400,-0.573,-0.113,136.658,-194.763,-169.128
-0.320,-0.524,0.002,134.277,-199.768,-165.771
-0.231,-0.545,0.109,135.315,-200.684,-165.283
-0.103,-0.519,0.173,138.672,-193.420,-167.053
0.004,-0.501,0.226,144.897,-179.504,-169.983
0.132,-0.509,0.265,155.823,-161.987,-173.218
0.293,-0.552,0.290,169.067,-140.991,-176.270
0.440,-0.607,0.316,183.899,-117.920,-178.284
0.589,-0.679,0.344,196.716,-95.886,-179.626
0.752,-0.728,0.401,206.116,-78.308,-180.176
0.918,-0.754,0.474,210.571,-66.589,-179.871
1.048,-0.776,0.560,208.496,-62.317,-178.528
1.191,-0.842,0.681,200.806,-69.275,-177.368
1.401,-0.917,0.889,187.378,-89.050,-177.673
1.649,-1.033,1.235,168.091,-120.911,-178.162
1.798,-1.250,1.687,144.775,-155.762,-172.485
2.059,-1.540,2.104,118.042,-184.937,-154.541
2.229,-1.709,2.400,92.712,-207.947,-117.249
2.248,-1.631,2.584,66.284,-212.219,-66.284
2.154,-1.388,2.675,38.696,-185.059,-15.625
2.014,-1.115,2.498,7.812,-120.789,22.522
1.780,-0.890,2.064,-22.583,-28.748,52.124
1.504,-0.660,1.540,-44.373,54.321,80.811
1.239,-0.428,1.117,-56.213,101.868,106.995
1.015,-0.201,0.812,-61.951,115.173,125.549
0.857,0.017,0.622,-68.604,109.436,133.850
0.782,0.183,0.530,-78.369,91.370,132.568
0.785,0.256,0.528,-90.576,64.331,124.573
0.807,0.250,0.578,-102.661,35.461,113.220
0.792,0.222,0.647,-112.427,14.282,100.708
0.773,0.167,0.697,-116.638,8.972,89.539
0.761,0.091,0.722,-116.028,21.057,79.224
0.795,-0.037,0.729,-112.915,41.565,71.411
0.884,-0.152,0.693,-113.281,61.890,70.923
0.890,-0.191,0.635,-120.056,74.768,80.811
0.835,-0.194,0.560,-130.676,82.031,96.008
0.765,-0.178,0.481,-140.625,88.074,108.398
0.696,-0.141,0.397,-147.522,94.177,115.051
0.623,-0.102,0.314,-150.940,99.304,117.493
0.528,-0.025,0.259,-151.489,104.126,116.516
0.452,0.003,0.165,-150.085,110.840,112.854
0.380,0.010,0.069,-147.461,120.911,105.164
0.341,-0.007,-0.004,-143.982,128.784,94.788
0.298,-0.043,-0.069,-137.390,132.751,84.839
0.278,-0.099,-0.125,-128.784,135.254,77.271
0.291,-0.188,-0.145,-121.826,136.902,73.608
0.315,-0.223,-0.158,-119.507,136.292,78.003
0.274,-0.226,-0.223,-122.986,133.301,89.844
0.206,-0.157,-0.193,-126.465,134.949,101.929
0.093,-0.152,-0.279,-126.648,128.601,118.164
0.061,-0.145,-0.269,-128.967,144.104,124.817
-0.005,-0.108,-0.347,-130.371,159.790,123.596
-0.076,-0.073,-0.477,-130.371,158.264,122.742
-0.163,-0.060,-0.571,-131.958,154.968,122.437
-0.229,-0.039,-0.659,-132.141,153.381,119.629
-0.273,-0.036,-0.762,-129.211,149.963,114.563
-0.305,-0.076,-0.883,-125.610,150.940,112.915
-0.348,-0.021,-1.092,-124.329,165.771,119.934
-0.422,0.127,-1.351,-129.883,192.566,135.742
-0.499,0.306,-1.581,-142.273,209.351,154.602
-0.567,0.440,-1.735,-158.752,196.777,166.931
-0.589,0.480,-1.816,-174.683,158.447,164.856
-0.534,0.432,-1.801,-185.791,109.131,146.057
-0.438,0.318,-1.708,-184.387,61.462,116.699
-0.341,0.174,-1.580,-165.039,30.762,87.830
-0.280,0.148,-1.478,-129.761,32.532,67.810
-0.271,0.218,-1.414,-87.646,65.308,60.608
-0.294,0.301,-1.398,-52.002,104.370,63.660
-0.332,0.388,-1.429,-38.757,122.803,71.594
-0.365,0.468,-1.493,-50.537,115.356,81.543
-0.380,0.530,-1.574,-77.148,92.224,86.548
-0.351,0.518,-1.649,-103.333,62.134,81.665
-0.283,0.457,-1.701,-116.516,32.410,67.810
-0.216,0.382,-1.695,-112.610,9.338,51.208
-0.180,0.339,-1.611,-95.398,-4.211,37.598
-0.145,0.328,-1.517,-71.106,-5.188,29.602
-0.135,0.353,-1.446,-48.401,5.676,26.367
-0.099,0.389,-1.414,-33.386,19.470,26.428
-0.074,0.402,-1.422,-29.419,27.283,28.748
-0.061,0.392,-1.445,-34.973,26.306,31.860
-0.070,0.368,-1.463,-41.504,18.494,34.241
-0.072,0.347,-1.424,-42.175,8.728,33.508
-0.068,0.332,-1.358,-36.316,1.343,30.396
-0.054,0.304,-1.259,-26.367,-3.601,24.719
-0.023,0.281,-1.153,-17.273,-7.690,17.517
0.049,0.286,-1.113,-12.939,-11.719,11.414
-0.001,0.258,-1.061,-9.399,-7.996,16.418
0.028,0.247,-0.946,-9.094,14.221,24.048
-0.008,0.299,-1.056,-8.728,20.813,26.855
-0.037,0.348,-1.133,-10.010,29.907,31.738
-0.068,0.385,-1.203,-14.526,36.804,35.522
-0.113,0.399,-1.289,-18.311,30.457,36.377
-0.110,0.414,-1.277,-21.057,16.052,33.081
-0.104,0.575,-2.070,50.049,-11.475,-9.644
-0.128,0.609,-2.138,69.702,-9.705,-11.353
-0.174,0.641,-2.198,91.370,-8.179,-14.587
-0.237,0.687,-2.247,112.610,-8.606,-21.179
-0.312,0.721,-2.250,131.592,-13.733,-31.372
-0.374,0.716,-2.209,147.461,-26.917,-44.556
-0.404,0.687,-2.139,158.936,-44.189,-57.739
-0.432,0.671,-2.048,166.199,-61.096,-67.566
-0.477,0.676,-1.984,172.668,-72.754,-73.059
-0.556,0.661,-1.896,182.190,-76.782,-79.102
-0.624,0.607,-1.778,195.190,-77.576,-90.088
-0.653,0.484,-1.650,205.383,-83.862,-105.591
-0.627,0.383,-1.575,207.153,-95.398,-119.629
-0.617,0.342,-1.533,202.698,-106.018,-126.465
-0.616,0.308,-1.511,198.669,-111.389,-127.808
-0.635,0.292,-1.523,197.693,-114.258,-127.686
-0.682,0.291,-1.535,202.332,-115.234,-127.441
-0.728,0.244,-1.471,212.952,-115.845,-131.592
-0.750,0.144,-1.331,225.403,-121.155,-143.616
-0.723,-0.004,-1.131,233.948,-133.057,-161.499
-0.641,-0.183,-0.933,238.647,-147.888,-179.749
-0.566,-0.279,-0.773,239.502,-159.424,-192.017
-0.501,-0.316,-0.653,236.572,-163.086,-195.374
-0.437,-0.304,-0.580,232.727,-157.410,-192.688
-0.358,-0.296,-0.469,228.455,-149.109,-189.636
-0.294,-0.291,-0.332,222.595,-148.437,-187.927
-0.252,-0.320,-0.218,213.562,-156.555,-188.721
-0.213,-0.346,-0.144,202.820,-165.039,-190.674
-0.130,-0.347,-0.109,194.580,-166.016,-191.833
-0.046,-0.314,-0.082,191.589,-159.790,-193.176
0.008,-0.269,-0.040,193.787,-150.146,-193.054
0.056,-0.242,0.027,198.853,-141.235,-193.542
0.105,-0.260,0.111,200.378,-136.292,-197.510
0.145,-0.303,0.164,196.533,-136.719,-203.308
0.196,-0.358,0.226,188.721,-140.747,-206.238
0.293,-0.401,0.286,181.641,-144.165,-206.848
0.375,-0.414,0.333,177.185,-143.799,-204.956
0.423,-0.418,0.372,178.284,-139.221,-199.646
0.461,-0.464,0.416,186.401,-129.028,-193.848
0.504,-0.474,0.453,196.533,-115.173,-187.256
0.537,-0.516,0.503,203.430,-103.821,-181.946
0.587,-0.595,0.568,205.017,-98.267,-182.739
0.637,-0.669,0.623,198.608,-99.426,-187.073
0.678,-0.685,0.658,185.791,-106.750,-189.209
0.656,-0.723,0.711,172.058,-116.272,-190.491
0.612,-0.838,0.791,161.255,-126.221,-193.115
0.597,-1.004,0.927,152.893,-137.268,-197.327
0.638,-1.170,1.137,147.644,-147.766,-200.012
0.695,-1.339,1.413,145.874,-151.672,-198.425
0.802,-1.520,1.657,143.616,-140.869,-191.467
0.950,-1.657,1.853,135.315,-117.188,-177.979
1.091,-1.711,1.947,117.798,-87.646,-156.555
1.250,-1.714,1.982,91.125,-56.274,-126.404
1.393,-1.657,1.917,57.251,-27.100,-88.196
1.387,-1.516,1.733,17.151,-4.211,-43.457
1.335,-1.369,1.429,-19.897,13.977,5.737
1.144,-1.248,1.191,-45.715,30.579,53.040
1.000,-1.124,1.016,-55.786,47.180,85.632
0.892,-1.010,0.934,-53.528,59.692,105.286
0.802,-0.933,0.926,-46.204,69.092,117.432
0.744,-0.874,0.952,-44.189,73.608,123.596
0.722,-0.838,0.999,-51.331,71.838,124.878
0.713,-0.812,1.027,-65.430,66.528,123.779
0.709,-0.789,1.023,-84.167,62.561,123.108
0.695,-0.756,0.997,-104.492,62.073,123.535
0.700,-0.721,0.939,-123.962,63.782,124.573
0.703,-0.683,0.855,-140.869,65.674,127.136
0.687,-0.645,0.749,-155.518,68.909,131.836
0.657,-0.595,0.638,-164.368,73.792,138.123
0.611,-0.534,0.530,-165.771,81.177,144.653
0.564,-0.473,0.437,-161.987,89.417,149.475
0.514,-0.415,0.351,-155.640,96.069,151.917
0.458,-0.335,0.292,-150.024,98.877,152.405
0.398,-0.257,0.232,-144.958,98.816,149.841
0.339,-0.182,0.161,-139.954,99.304,144.104
0.289,-0.146,0.114,-135.559,100.464,135.681
0.335,-0.174,0.096,-132.690,102.173,125.977
0.457,-0.164,0.108,-137.573,100.098,121.277
0.514,-0.144,0.130,-150.696,92.041,126.465
0.503,-0.136,0.105,-162.842,88.623,138.245
0.461,-0.131,0.046,-170.166,95.764,152.527
0.391,-0.125,-0.025,-172.119,107.483,166.626
0.310,-0.115,-0.109,-170.166,116.272,178.406
0.200,-0.069,-0.186,-165.283,121.277,186.157
0.086,0.001,-0.255,-158.203,125.977,189.209
-0.016,0.075,-0.325,-149.963,128.906,185.181
-0.019,0.141,-0.367,-144.531,129.578,172.607
-0.087,0.165,-0.436,-141.541,119.568,158.447
0.009,0.107,-0.391,-142.334,109.680,149.048
0.112,0.101,-0.311,-152.405,107.849,143.494
0.125,0.110,-0.292,-162.292,102.966,147.400
0.065,0.154,-0.326,-166.931,109.436,161.743
-0.046,0.227,-0.495,-168.457,125.732,181.030
-0.220,0.365,-0.728,-171.875,137.024,196.533
-0.382,0.536,-0.957,-176.880,134.399,199.707
-0.465,0.702,-1.140,-182.678,123.352,187.195
-0.476,0.797,-1.260,-185.913,107.544,160.217
-0.438,0.834,-1.317,-181.946,90.393,127.380
-0.337,0.782,-1.314,-170.654,78.003,96.436
-0.159,0.755,-1.270,-158.997,73.303,73.547
-0.053,0.722,-1.219,-153.320,71.228,65.063
0.025,0.727,-1.226,-150.818,72.327,67.200
0.066,0.784,-1.324,-148.926,79.041,75.928
0.059,0.812,-1.435,-146.423,87.585,86.548
0.041,0.799,-1.538,-145.020,89.294,93.323
0.011,0.802,-1.631,-144.897,79.956,94.177
-0.020,0.757,-1.612,-142.151,63.354,88.379
-0.004,0.691,-1.522,-133.789,48.828,74.707
0.054,0.659,-1.433,-121.155,40.100,58.655
0.082,0.655,-1.339,-106.384,36.682,48.645
0.093,0.636,-1.224,-92.834,36.133,45.166
0.147,0.637,-1.161,-84.656,36.682,45.776
0.182,0.698,-1.180,-83.496,38.818,50.354
0.158,0.760,-1.265,-86.426,40.527,57.495
0.109,0.838,-1.400,-87.402,38.330,63.782
0.066,0.908,-1.564,-84.351,31.494,64.636
0.040,0.955,-1.677,-77.209,23.926,56.091
0.052,0.955,-1.693,-66.589,16.724,39.795
0.171,0.960,-1.660,-55.054,7.568,22.400
0.278,0.967,-1.557,-32.349,7.080,20.569
0.197,0.960,-1.597,-21.667,7.874,19.836
0.091,0.938,-1.480,-6.531,8.423,21.729
-0.038,0.893,-1.275,8.789,7.629,21.729
-0.117,0.796,-1.025,20.813,-0.488,12.817
-0.091,0.678,-0.794,25.330,-7.446,-3.357
-0.017,0.572,-0.632,24.048,-13.916,-17.883
0.050,0.485,-0.516,20.020,-16.724,-25.818
0.121,0.410,-0.468,15.686,-11.841,-27.039
0.203,0.367,-0.491,7.690,-4.517,-23.560
0.253,0.366,-0.555,-3.357,-0.916,-16.846
0.282,0.335,-0.599,-13.977,-0.183,-6.348
0.304,0.330,-0.690,-21.912,-1.282,0.305
0.329,0.341,-0.783,-23.621,1.526,5.371
0.342,0.377,-0.863,-20.447,7.812,11.658
0.335,0.432,-0.952,-16.724,13.306,17.822
0.296,0.482,-1.020,-13.672,15.625,22.461
0.242,0.522,-1.060,-9.705,15.015,23.804
0.200,0.549,-1.062,-5.493,13.062,20.996
0.156,0.561,-1.021,-2.075,8.850,16.052
0.121,0.557,-0.943,0.061,3.296,10.132
0.111,0.538,-0.856,1.160,-1.892,3.784
0.128,0.514,-0.800,0.793,-4.089,-1.343
0.154,0.485,-0.785,-0.671,-3.601,-3.784
0.176,0.468,-0.795,-2.930,-2.380,-3.845
0.199,0.458,-0.811,-4.639,-1.648,-3.052
0.219,0.459,-0.842,-6.775,-1.099,-1.282
0.206,0.466,-0.867,-8.301,-1.587,2.014
0.179,0.475,-0.861,-7.019,-2.136,4.089
0.168,0.480,-0.862,-3.357,-1.099,3.784
0.167,0.481,-0.859,-1.404,-0.366,2.625
0.160,0.494,-0.862,-1.282,-0.977,2.747
0.138,0.504,-0.868,-1.526,-1.404,3.723
0.126,0.511,-0.857,-0.305,-1.038,3.052
0.129,0.515,-0.848,1.404,-0.366,1.221
0.131,0.519,-0.854,1.465,0.122,-0.183
0.137,0.516,-0.849,0.000,-0.549,-0.549
0.145,0.516,-0.857,-1.648,-1.892,-1.404
0.150,0.513,-0.869,-3.296,-2.441,-1.892
0.153,0.505,-0.871,-3.540,-2.625,-2.258
0.157,0.489,-0.862,-1.892,-2.808,-3.357
0.176,0.465,-0.854,-0.244,-2.747,-4.639
0.192,0.446,-0.840,-0.061,-3.235,-5.005
0.193,0.444,-0.838,-0.061,-3.601,-3.601
0.186,0.450,-0.831,-0.122,-2.686,-2.075
0.185,0.453,-0.816,-0.488,-1.709,-1.587
0.196,0.451,-0.828,-1.221,-1.343,-1.160
0.194,0.456,-0.842,-2.197,-0.671,0.305
0.183,0.478,-0.854,-2.441,0.488,2.014
0.166,0.484,-0.861,-1.648,1.465,2.014
0.174,0.481,-0.852,-1.526,0.549,0.366
0.182,0.474,-0.853,-2.441,-1.587,-0.977
0.182,0.458,-0.850,-2.869,-2.197,-0.916
0.183,0.457,-0.849,-2.991,-2.319,0.000
0.178,0.472,-0.856,-2.869,-1.892,1.099
0.155,0.495,-0.859,-3.174,-1.038,2.197
0.140,0.499,-0.849,-2.747,-1.038,1.526
0.153,0.486,-0.843,-1.404,-1.343,-0.061
0.172,0.483,-0.845,-0.793,-1.099,-1.038
0.168,0.484,-0.847,-1.770,-1.099,-0.305
0.170,0.474,-0.848,-2.441,-1.587,-0.427
0.185,0.469,-0.859,-3.174,-2.258,-1.404
0.184,0.469,-0.876,-3.235,-2.380,-0.732
0.165,0.476,-0.876,-2.136,-1.770,0.488
0.163,0.481,-0.873,-0.122,-1.099,0.366
0.171,0.478,-0.844,0.610,-1.587,-0.916
0.179,0.464,-0.819,-0.061,-3.052,-1.770
0.184,0.450,-0.823,-1.953,-3.357,-1.404
0.179,0.459,-0.833,-3.296,-2.930,0.122
0.169,0.473,-0.856,-3.723,-2.441,1.099
0.168,0.482,-0.873,-3.784,-2.258,0.916
0.164,0.490,-0.896,-2.319,-1.587,0.977
0.150,0.501,-0.898,-0.061,-0.122,0.488
