aX,aY,aZ,gX,gY,gZ
0.149,0.493,-0.864,2.319,-0.793,-1.282
0.177,0.478,-0.828,3.357,-3.174,-3.906
0.195,0.452,-0.815,0.977,-4.395,-4.883
0.197,0.436,-0.807,-2.075,-4.822,-4.028
0.199,0.434,-0.814,-3.662,-4.272,-2.563
0.197,0.442,-0.838,-4.700,-2.747,-0.854
0.187,0.453,-0.871,-5.188,-1.526,1.587
0.172,0.475,-0.896,-3.418,-0.732,4.089
0.152,0.500,-0.907,-0.244,0.671,4.272
0.150,0.506,-0.901,1.892,0.732,2.136
0.158,0.509,-0.887,2.747,-1.770,-0.366
0.162,0.498,-0.858,3.418,-3.418,-2.075
0.178,0.478,-0.835,3.784,-3.418,-3.967
0.189,0.452,-0.812,2.991,-3.601,-5.005
0.209,0.433,-0.803,1.648,-3.601,-5.005
0.220,0.426,-0.809,-0.427,-2.808,-3.357
0.212,0.428,-0.831,-2.625,-1.770,-0.793
0.194,0.440,-0.840,-2.747,-1.282,2.441
0.177,0.467,-0.849,-0.610,0.061,4.211
0.161,0.491,-0.859,0.916,1.831,4.333
0.157,0.497,-0.871,0.671,0.854,2.808
0.165,0.499,-0.870,-0.244,-2.258,0.977
0.171,0.490,-0.859,-0.488,-3.296,-0.793
0.177,0.483,-0.844,-0.183,-2.380,-2.014
0.180,0.477,-0.831,0.244,-1.587,-2.197
0.182,0.472,-0.819,0.000,-1.160,-2.197
0.183,0.465,-0.810,-1.831,-1.099,-2.014
0.189,0.456,-0.823,-4.211,-2.197,-1.831
0.190,0.459,-0.846,-6.775,-3.418,-0.488
0.178,0.469,-0.890,-7.263,-3.174,1.099
0.164,0.499,-0.935,-5.066,-1.709,2.502
0.132,0.550,-0.980,0.244,0.793,3.723
0.096,0.610,-1.021,5.859,2.625,3.357
0.066,0.656,-1.049,10.681,2.136,0.061
0.060,0.680,-1.067,13.672,-1.465,-6.592
0.088,0.689,-1.062,14.099,-7.751,-15.686
0.132,0.665,-1.050,13.062,-14.832,-24.597
0.209,0.619,-1.078,12.207,-19.592,-31.189
0.305,0.613,-1.185,11.169,-19.653,-31.616
0.353,0.657,-1.367,13.367,-14.771,-21.362
0.349,0.769,-1.622,21.057,-6.042,-4.700
0.277,0.904,-1.882,36.804,3.723,11.353
0.170,1.046,-2.086,58.777,10.010,22.949
0.048,1.191,-2.249,82.886,9.888,27.649
-0.127,1.362,-2.366,104.553,3.235,22.583
-0.271,1.488,-2.450,125.183,-9.277,6.958
-0.464,1.571,-2.405,170.837,-41.016,-45.471
-0.458,1.496,-2.358,189.087,-54.016,-74.036
-0.461,1.404,-2.303,199.707,-66.467,-94.360
-0.531,1.298,-2.212,208.801,-79.346,-106.567
-0.630,1.164,-2.102,218.262,-89.233,-116.943
-0.716,1.000,-2.003,225.525,-97.900,-129.822
-0.783,0.831,-1.904,230.713,-108.826,-143.738
-0.824,0.670,-1.752,234.985,-118.286,-158.142
-0.858,0.482,-1.537,239.746,-129.578,-172.241
-0.855,0.257,-1.342,243.774,-139.587,-186.707
-0.828,0.048,-1.204,245.728,-147.095,-199.463
-0.788,-0.130,-1.088,245.178,-152.466,-208.008
-0.747,-0.281,-0.946,244.812,-158.325,-213.013
-0.697,-0.416,-0.776,246.521,-163.452,-216.614
-0.642,-0.507,-0.627,248.108,-163.452,-219.971
-0.546,-0.581,-0.479,246.399,-160.095,-223.389
-0.451,-0.636,-0.341,241.272,-158.020,-226.135
-0.357,-0.635,-0.213,231.934,-159.241,-226.562
-0.250,-0.602,-0.066,221.924,-160.828,-224.792
-0.125,-0.571,0.049,212.708,-158.508,-222.961
0.001,-0.540,0.127,204.407,-151.489,-218.750
0.081,-0.533,0.199,195.923,-142.090,-211.426
0.169,-0.521,0.248,187.012,-131.470,-200.256
0.231,-0.499,0.283,178.589,-122.925,-187.134
0.265,-0.449,0.303,174.316,-116.577,-174.316
0.286,-0.426,0.305,175.598,-111.267,-162.964
0.313,-0.430,0.320,179.810,-104.492,-155.151
0.324,-0.456,0.344,186.218,-94.727,-152.161
0.315,-0.466,0.370,193.359,-84.167,-152.710
0.330,-0.517,0.419,199.585,-75.317,-155.212
0.406,-0.584,0.485,201.660,-69.397,-159.973
0.501,-0.623,0.568,195.251,-69.031,-163.879
0.561,-0.678,0.634,186.340,-72.754,-165.405
0.608,-0.737,0.701,178.162,-75.012,-167.358
0.689,-0.815,0.761,172.119,-74.829,-169.800
0.727,-0.891,0.807,165.527,-74.524,-170.166
0.697,-0.988,0.854,156.372,-77.026,-166.870
0.648,-1.111,0.937,145.508,-81.726,-162.476
0.600,-1.228,1.048,135.742,-86.975,-162.476
0.544,-1.397,1.163,127.747,-88.806,-169.800
0.585,-1.648,1.352,118.958,-87.769,-179.321
0.810,-1.872,1.654,106.384,-84.412,-182.312
1.104,-1.972,1.895,87.952,-73.853,-171.204
1.293,-1.990,1.961,63.110,-53.955,-140.198
1.347,-1.915,1.864,29.724,-24.719,-90.149
1.241,-1.785,1.661,-4.639,0.916,-29.907
1.047,-1.677,1.489,-31.921,19.226,27.405
0.925,-1.566,1.393,-50.659,34.973,66.406
0.862,-1.464,1.318,-61.890,51.941,88.623
0.813,-1.381,1.249,-72.144,65.735,106.873
0.742,-1.295,1.168,-84.473,73.792,123.962
0.639,-1.190,1.068,-98.206,78.552,138.916
0.526,-1.068,0.958,-113.037,80.505,148.193
0.445,-0.945,0.868,-127.258,78.796,150.391
0.400,-0.863,0.806,-137.634,77.087,146.423
0.436,-0.808,0.792,-144.165,77.576,138.855
0.502,-0.765,0.764,-150.208,79.651,131.897
0.548,-0.730,0.728,-157.288,84.412,132.080
0.546,-0.706,0.667,-164.307,92.041,139.160
0.522,-0.667,0.573,-169.434,101.013,150.024
0.467,-0.599,0.464,-173.035,108.398,162.964
0.385,-0.524,0.349,-173.645,114.746,175.598
0.304,-0.461,0.228,-170.959,122.131,184.814
0.247,-0.407,0.133,-165.527,128.845,189.575
0.250,-0.360,0.081,-160.767,134.033,191.284
0.261,-0.292,0.019,-160.034,135.742,192.932
0.217,-0.209,-0.029,-165.222,133.423,196.838
0.173,-0.154,-0.102,-172.363,130.432,201.599
0.151,-0.138,-0.154,-178.528,128.357,204.224
0.163,-0.141,-0.174,-183.533,125.122,206.177
0.157,-0.122,-0.188,-190.247,120.117,209.290
0.091,-0.076,-0.240,-199.158,115.601,213.562
-0.006,-0.011,-0.313,-206.787,112.671,217.468
-0.078,0.050,-0.403,-209.961,112.793,217.285
-0.136,0.113,-0.513,-209.167,113.892,211.121
-0.204,0.191,-0.540,-203.491,114.258,201.965
-0.282,0.260,-0.651,-189.880,109.253,195.251
-0.315,0.330,-0.683,-175.598,123.474,183.044
-0.326,0.370,-0.724,-168.091,128.357,162.598
-0.212,0.397,-0.720,-169.617,119.629,142.334
-0.128,0.432,-0.715,-181.030,106.079,133.728
-0.133,0.462,-0.768,-196.594,98.022,133.118
-0.169,0.478,-0.903,-210.144,95.703,133.850
-0.202,0.532,-1.079,-216.431,92.896,134.094
-0.235,0.645,-1.266,-212.158,93.506,135.803
-0.285,0.786,-1.405,-200.806,100.403,134.399
-0.274,0.846,-1.495,-184.631,106.873,127.136
-0.199,0.914,-1.559,-170.532,107.788,116.760
-0.163,0.983,-1.608,-163.574,101.990,106.995
-0.143,0.967,-1.637,-163.452,91.553,96.985
-0.118,0.949,-1.660,-167.725,74.768,83.984
-0.093,0.906,-1.644,-170.776,52.185,68.848
-0.025,0.869,-1.608,-166.321,34.668,52.551
0.030,0.857,-1.567,-154.541,28.198,38.208
0.044,0.820,-1.488,-138.794,27.466,28.320
0.097,0.776,-1.417,-124.817,27.466,20.935
0.146,0.751,-1.361,-116.089,25.818,16.846
0.181,0.728,-1.357,-112.793,22.949,14.893
0.218,0.697,-1.395,-112.000,18.921,12.695
0.271,0.690,-1.446,-109.558,11.780,10.437
0.294,0.688,-1.481,-101.501,6.287,10.498
0.436,0.698,-1.586,-89.172,6.287,11.414
0.352,0.681,-1.635,-73.914,9.521,23.254
0.476,0.637,-1.486,-62.988,24.658,37.109
0.485,0.684,-1.575,-49.072,19.043,36.377
0.566,0.841,-1.654,-35.156,19.165,38.513
0.490,0.935,-1.718,-26.123,28.259,48.828
0.187,0.920,-1.589,-15.747,28.503,58.167
-0.095,0.873,-1.267,0.732,18.250,55.603
-0.176,0.790,-0.943,18.005,5.127,38.025
-0.134,0.679,-0.646,27.466,-2.380,14.099
-0.014,0.572,-0.456,27.588,-2.441,-2.930
0.102,0.490,-0.388,17.883,1.343,-8.179
0.188,0.469,-0.432,-0.244,5.188,-5.859
0.221,0.484,-0.552,-20.813,7.446,1.221
0.214,0.477,-0.713,-37.537,7.690,9.644
0.199,0.481,-0.866,-47.058,5.615,14.893
0.206,0.487,-0.988,-47.485,2.808,16.052
0.230,0.518,-1.089,-39.490,2.136,14.893
0.341,0.807,-1.731,30.762,-23.682,-10.315
0.272,0.901,-1.898,46.814,-20.935,-1.709
0.177,0.970,-1.986,74.158,-15.625,1.953
0.089,1.089,-2.001,103.638,-14.587,-0.244
0.001,1.192,-1.980,129.883,-17.151,-8.240
-0.080,1.250,-1.977,148.071,-22.400,-20.264
-0.134,1.280,-1.977,157.715,-30.823,-33.203
-0.185,1.257,-1.974,162.048,-43.335,-47.424
-0.199,1.183,-1.957,162.598,-59.265,-63.843
-0.203,1.090,-1.907,163.513,-76.233,-81.604
-0.216,0.984,-1.804,165.466,-91.125,-96.924
-0.238,0.896,-1.659,166.992,-102.173,-107.849
-0.255,0.810,-1.530,167.175,-106.567,-116.455
-0.287,0.712,-1.419,169.312,-104.919,-122.925
-0.350,0.606,-1.366,177.246,-94.971,-127.380
-0.430,0.508,-1.329,187.866,-84.656,-129.578
-0.528,0.368,-1.290,197.571,-85.266,-131.042
-0.576,0.231,-1.166,207.214,-97.046,-134.766
-0.579,0.101,-1.003,218.628,-107.300,-142.517
-0.550,0.006,-0.851,227.783,-107.117,-153.381
-0.498,-0.048,-0.747,229.797,-101.135,-162.354
-0.435,-0.090,-0.635,225.403,-99.121,-168.213
-0.358,-0.140,-0.502,218.018,-104.675,-171.997
-0.255,-0.196,-0.360,208.862,-113.281,-174.072
-0.176,-0.209,-0.243,198.059,-118.286,-173.035
-0.130,-0.202,-0.139,184.937,-116.211,-167.725
-0.065,-0.187,-0.066,172.485,-108.826,-161.499
0.000,-0.179,-0.035,161.438,-99.426,-157.715
0.062,-0.185,-0.022,153.687,-93.689,-154.602
0.117,-0.189,-0.007,149.536,-93.323,-150.818
0.146,-0.195,0.015,147.461,-95.154,-146.973
0.167,-0.214,0.053,147.644,-95.459,-144.409
0.247,-0.235,0.086,151.001,-92.041,-145.569
0.319,-0.245,0.163,154.785,-89.172,-147.461
0.364,-0.316,0.233,157.959,-85.205,-147.888
0.487,-0.438,0.303,158.020,-78.430,-145.813
0.606,-0.420,0.381,153.198,-76.782,-138.550
0.598,-0.395,0.452,148.010,-81.543,-127.747
0.600,-0.432,0.490,149.353,-79.712,-122.437
0.692,-0.500,0.552,154.114,-71.289,-124.634
0.768,-0.528,0.599,156.372,-69.092,-126.587
0.776,-0.571,0.702,156.860,-75.745,-127.563
0.794,-0.665,0.797,158.386,-79.956,-131.470
0.849,-0.763,0.904,157.898,-81.726,-137.085
0.935,-0.859,1.044,153.748,-87.952,-140.259
1.047,-0.972,1.192,143.738,-92.407,-139.954
1.153,-1.042,1.307,126.160,-87.402,-133.728
1.217,-1.116,1.356,107.239,-74.524,-123.291
1.292,-1.211,1.367,90.576,-55.847,-108.337
1.366,-1.253,1.370,72.021,-39.795,-90.027
1.386,-1.279,1.366,53.223,-30.701,-68.054
1.392,-1.276,1.356,35.706,-22.095,-43.396
1.369,-1.219,1.346,21.545,-10.742,-19.165
1.281,-1.120,1.279,10.742,0.977,4.150
1.186,-1.025,1.249,-0.183,12.573,25.208
1.098,-0.937,1.213,-13.733,21.484,40.222
1.054,-0.876,1.207,-30.396,27.710,52.063
1.018,-0.843,1.188,-50.293,31.311,62.317
1.001,-0.828,1.159,-70.984,31.433,72.327
0.991,-0.811,1.104,-90.149,33.264,83.557
0.958,-0.786,1.032,-106.628,39.368,95.886
0.919,-0.752,0.932,-119.629,48.218,107.910
0.865,-0.686,0.818,-130.005,56.458,119.568
0.788,-0.582,0.705,-136.230,62.073,128.296
0.678,-0.496,0.608,-136.353,67.261,131.165
0.650,-0.456,0.523,-133.789,74.097,128.113
0.668,-0.433,0.498,-136.414,74.646,124.146
0.674,-0.413,0.486,-146.179,67.932,123.840
0.656,-0.416,0.442,-159.607,62.988,127.502
0.641,-0.436,0.379,-171.570,65.552,134.338
0.602,-0.427,0.316,-179.749,72.266,143.921
0.532,-0.405,0.208,-182.861,81.055,154.785
0.424,-0.347,0.093,-178.467,92.346,165.771
0.296,-0.260,-0.009,-166.016,105.591,173.340
0.201,-0.227,-0.082,-150.696,116.516,174.683
0.222,-0.207,-0.089,-141.602,119.873,172.424
0.246,-0.141,-0.060,-148.010,110.901,171.692
0.195,-0.088,-0.065,-164.673,96.497,174.866
0.115,-0.074,-0.127,-181.580,89.233,178.528
0.125,-0.048,-0.170,-193.909,90.332,179.749
-0.019,-0.005,-0.333,-200.134,84.961,182.556
-0.060,0.040,-0.409,-200.989,88.257,184.143
-0.171,0.136,-0.521,-194.641,99.792,175.354
-0.251,0.211,-0.629,-178.162,101.257,161.255
-0.215,0.188,-0.647,-159.424,105.713,147.156
-0.066,0.224,-0.622,-151.123,107.666,140.259
-0.013,0.337,-0.651,-159.851,103.027,148.560
-0.087,0.486,-0.829,-175.354,104.370,166.321
-0.240,0.691,-1.062,-188.171,112.122,180.298
-0.390,0.827,-1.269,-195.801,111.755,183.533
-0.443,0.831,-1.368,-198.120,97.229,169.739
-0.413,0.762,-1.363,-197.571,71.838,143.494
-0.326,0.681,-1.307,-189.270,51.819,115.051
-0.218,0.614,-1.231,-171.326,50.781,92.834
-0.092,0.613,-1.206,-146.545,67.932,85.327
-0.084,0.743,-1.206,-125.549,89.600,95.886
-0.156,0.899,-1.246,-114.624,101.746,113.098
-0.238,1.043,-1.353,-116.516,101.501,123.169
-0.293,1.152,-1.451,-129.150,89.905,123.291
-0.304,1.147,-1.541,-141.968,70.862,111.572
-0.270,1.047,-1.570,-148.010,50.171,89.417
-0.189,0.920,-1.525,-146.301,30.823,63.416
-0.086,0.785,-1.388,-139.404,12.756,40.527
0.013,0.674,-1.226,-127.808,0.427,24.780
0.103,0.603,-1.118,-111.572,2.197,18.494
0.121,0.579,-1.053,-92.224,18.555,22.827
0.118,0.609,-1.027,-77.148,38.330,33.875
0.106,0.655,-1.053,-73.242,49.255,45.837
0.091,0.678,-1.126,-79.956,48.828,53.162
0.072,0.654,-1.214,-87.952,42.969,55.115
0.054,0.633,-1.253,-89.600,36.316,54.260
0.042,0.622,-1.269,-85.205,29.663,50.598
0.034,0.616,-1.247,-79.102,23.376,44.189
0.047,0.600,-1.221,-72.876,16.846,35.889
0.068,0.599,-1.208,-67.505,10.620,28.931
0.092,0.624,-1.230,-61.340,8.484,26.001
0.146,0.663,-1.303,-54.688,12.878,27.649
0.137,0.750,-1.487,-48.767,21.057,36.011
0.182,0.800,-1.487,-44.006,36.743,50.537
-0.112,0.903,-1.693,-28.442,33.997,55.664
-0.261,0.925,-1.543,-14.771,24.170,44.983
-0.302,0.889,-1.276,1.099,2.014,21.729
-0.254,0.789,-1.025,11.292,-20.508,-6.165
-0.128,0.662,-0.797,13.611,-28.931,-29.419
-0.030,0.539,-0.678,11.963,-28.503,-41.565
0.066,0.422,-0.614,8.423,-22.339,-42.236
0.127,0.365,-0.605,1.831,-15.747,-36.621
0.161,0.343,-0.639,-6.226,-12.024,-27.527
0.176,0.333,-0.689,-12.756,-9.766,-17.334
0.192,0.332,-0.751,-14.343,-6.470,-9.583
0.205,0.353,-0.802,-12.146,-0.366,-5.981
0.219,0.382,-0.853,-9.766,5.249,-3.784
0.216,0.405,-0.909,-9.460,7.935,-1.099
0.208,0.424,-0.962,-11.108,6.531,0.977
0.195,0.431,-0.995,-11.963,2.075,2.380
0.165,0.420,-1.016,-10.071,-1.404,2.930
0.128,0.420,-1.005,-5.432,-1.282,2.380
0.103,0.422,-0.952,-0.305,-0.305,0.427
0.094,0.415,-0.899,2.869,-1.282,-1.465
0.083,0.417,-0.851,3.235,-2.869,-1.831
0.087,0.429,-0.819,2.380,-2.991,-1.709
0.104,0.434,-0.814,0.183,-2.502,-2.502
0.126,0.432,-0.837,-3.662,-1.892,-2.625
0.134,0.429,-0.873,-7.568,-1.770,-1.892
0.137,0.420,-0.908,-8.972,-1.221,-0.671
0.135,0.408,-0.936,-7.385,0.549,0.610
0.126,0.409,-0.944,-4.700,1.404,1.892
0.107,0.420,-0.926,-2.197,0.610,3.296
0.084,0.434,-0.900,-0.916,-1.099,4.089
0.071,0.443,-0.877,0.061,-1.892,4.089
0.065,0.454,-0.863,0.977,-1.038,3.479
0.070,0.466,-0.851,1.160,0.183,2.808
0.077,0.476,-0.846,-0.366,-0.427,2.197
0.089,0.476,-0.871,-2.808,-0.488,1.465
0.095,0.470,-0.897,-5.432,-0.183,0.977
0.099,0.459,-0.913,-7.019,-1.587,0.366
0.111,0.447,-0.919,-6.897,-3.357,-0.610
0.116,0.438,-0.923,-5.920,-3.845,-1.099
0.109,0.428,-0.914,-3.662,-3.418,-1.282
0.105,0.420,-0.891,0.427,-2.747,-1.526
0.113,0.419,-0.864,3.113,-2.197,-2.625
0.120,0.416,-0.846,2.197,-2.930,-2.808
0.126,0.407,-0.849,-0.732,-4.333,-2.014
0.132,0.409,-0.864,-3.296,-4.028,0.000
0.124,0.424,-0.884,-4.089,-2.441,2.441
0.101,0.451,-0.896,-3.540,-0.854,3.662
0.089,0.463,-0.886,-3.296,-0.061,2.686
0.091,0.458,-0.902,-4.333,-1.526,0.549
0.094,0.447,-0.913,-5.554,-3.784,-0.916
0.088,0.435,-0.918,-5.554,-5.432,-1.465
0.085,0.441,-0.913,-3.967,-5.249,-1.770
0.088,0.444,-0.897,-2.136,-3.967,-2.502
0.094,0.438,-0.885,-1.099,-3.784,-3.174
0.102,0.435,-0.882,-0.610,-4.028,-3.052
0.107,0.438,-0.878,-0.305,-2.991,-2.625
0.109,0.438,-0.880,-0.427,-2.014,-2.563
0.114,0.426,-0.871,-1.099,-2.075,-3.052
0.128,0.409,-0.863,-1.770,-2.930,-3.845
0.135,0.402,-0.862,-3.235,-4.089,-3.601
0.130,0.400,-0.870,-4.578,-4.517,-2.441
0.120,0.403,-0.879,-4.395,-3.479,-1.404
0.115,0.409,-0.890,-2.991,-2.136,-0.244
0.106,0.417,-0.890,-1.404,-0.793,-0.061
0.116,0.419,-0.890,-0.732,-0.244,-0.488
0.126,0.415,-0.904,-0.916,-0.793,-0.061
0.124,0.418,-0.914,-1.831,-1.465,0.549
0.120,0.423,-0.912,-1.648,-1.465,0.732
0.118,0.430,-0.901,-0.366,-0.854,0.305
0.118,0.430,-0.890,0.244,-0.549,-0.122
0.110,0.431,-0.887,-0.305,-0.977,0.244
0.100,0.431,-0.885,-0.854,-1.404,0.183
0.096,0.432,-0.885,-0.793,-1.587,-0.122
0.097,0.426,-0.881,-0.122,-2.014,-0.488
0.105,0.416,-0.879,0.122,-2.197,-0.610
0.111,0.414,-0.881,-0.366,-2.136,-0.610
0.114,0.414,-0.882,-0.305,-1.770,-0.244
0.118,0.419,-0.885,0.244,-1.099,0.366
0.115,0.425,-0.886,0.610,0.244,0.549
0.112,0.430,-0.882,0.305,0.610,0.549
0.120,0.429,-0.882,-0.671,-0.305,0.183
0.126,0.423,-0.882,-2.380,-1.587,-0.244
0.127,0.418,-0.883,-3.418,-2.686,0.366
0.126,0.412,-0.885,-2.869,-2.075,0.671
0.126,0.413,-0.894,-2.441,-0.732,0.671
0.119,0.418,-0.909,-2.075,-0.427,1.648
0.105,0.431,-0.913,-0.916,-0.061,2.502
0.101,0.443,-0.903,0.183,0.000,2.014
0.104,0.448,-0.905,0.549,-0.732,0.977
0.106,0.448,-0.917,-0.610,-1.892,0.549
0.099,0.453,-0.941,-1.831,-3.052,0.244
0.091,0.464,-0.982,-2.075,-3.723,0.122
0.075,0.483,-1.031,-1.221,-4.333,-0.061
0.056,0.506,-1.075,0.366,-6.104,-0.671
0.031,0.526,-1.103,3.601,-7.996,-2.319
0.016,0.547,-1.110,8.484,-9.766,-5.371
0.021,0.571,-1.115,12.939,-12.146,-9.338
0.041,0.596,-1.098,16.113,-15.869,-14.648
0.094,0.605,-1.084,17.700,-19.531,-21.240
0.153,0.609,-1.141,15.747,-21.484,-25.635
0.194,0.646,-1.318,11.841,-20.142,-23.193
0.172,0.679,-1.508,12.085,-17.151,-14.587
0.164,0.748,-1.689,19.104,-12.573,-6.104
0.114,0.833,-1.831,33.325,-8.423,0.610
0.040,0.915,-1.944,52.673,-5.249,5.676
-0.078,0.997,-2.014,73.547,-3.723,5.493
-0.162,1.088,-2.065,91.919,-6.226,-1.709
-0.265,1.147,-2.091,106.384,-15.198,-14.709
-0.329,1.168,-2.101,117.065,-28.564,-31.982
-0.348,1.119,-2.078,127.502,-42.908,-51.697
-0.324,1.026,-2.030,137.512,-57.068,-68.909
-0.313,0.937,-1.961,148.499,-67.749,-79.590
-0.340,0.857,-1.884,163.452,-70.984,-84.900
-0.399,0.788,-1.823,181.152,-67.078,-87.830
-0.467,0.733,-1.754,198.486,-61.218,-91.675
-0.512,0.665,-1.680,212.646,-59.753,-98.999
-0.542,0.594,-1.605,221.313,-64.026,-108.459
-0.566,0.508,-1.500,226.746,-71.228,-117.615
-0.587,0.427,-1.383,232.361,-77.637,-126.404
0.768,-1.237,0.874,218.811,-95.642,-206.787
0.783,-1.373,1.022,207.520,-90.759,-198.303
0.784,-1.524,1.167,188.293,-86.670,-191.223
0.795,-1.719,1.327,163.330,-87.463,-186.523
0.859,-1.937,1.555,135.498,-92.285,-182.495
0.988,-2.125,1.791,106.201,-96.191,-173.279
1.148,-2.231,2.016,74.402,-89.233,-154.663
1.280,-2.216,2.109,42.297,-68.909,-127.319
1.376,-2.111,2.044,12.878,-37.109,-87.524
1.414,-1.955,1.880,-15.808,-1.953,-35.889
1.312,-1.750,1.706,-43.518,22.888,21.606
1.136,-1.571,1.527,-66.406,40.588,76.599
0.958,-1.403,1.314,-82.397,61.707,118.042
0.771,-1.245,1.127,-92.590,77.515,146.362
0.624,-1.101,1.021,-99.792,82.153,162.415
0.555,-0.988,0.966,-107.788,79.834,166.809
0.536,-0.903,0.948,-120.361,76.172,163.513
0.546,-0.837,0.937,-137.817,72.754,158.203
0.577,-0.804,0.861,-156.250,70.923,153.870
0.606,-0.789,0.770,-171.387,71.594,151.245
0.638,-0.799,0.674,-179.687,75.195,152.527
0.669,-0.786,0.586,-183.167,80.750,158.630
0.644,-0.734,0.498,-183.411,86.609,169.922
0.571,-0.656,0.392,-183.167,93.140,184.326
0.482,-0.564,0.285,-183.228,98.694,198.486
0.387,-0.462,0.180,-180.359,104.431,208.679
0.264,-0.344,0.054,-173.889,110.657,213.196
0.147,-0.206,-0.052,-166.138,114.441,211.182
0.064,-0.099,-0.114,-158.264,114.990,201.782
0.068,-0.057,-0.143,-152.039,113.159,185.852
0.125,-0.052,-0.127,-151.062,107.239,168.945
0.184,-0.038,-0.092,-157.288,98.145,157.532
0.202,-0.041,-0.067,-167.480,90.759,153.992
0.219,-0.092,-0.074,-177.124,89.233,155.640
0.235,-0.134,-0.095,-185.608,93.323,162.415
0.210,-0.157,-0.152,-192.627,98.450,174.866
0.104,-0.128,-0.210,-195.129,107.056,190.918
-0.050,-0.051,-0.356,-191.833,112.915,207.947
-0.179,0.045,-0.430,-186.646,124.329,216.553
-0.286,0.142,-0.522,-182.861,125.854,211.304
-0.337,0.217,-0.584,-180.725,121.460,196.045
-0.342,0.242,-0.633,-178.955,116.455,177.063
-0.279,0.285,-0.677,-178.101,114.014,159.973
-0.226,0.302,-0.714,-179.443,112.915,150.146
-0.191,0.300,-0.770,-184.631,112.061,148.010
-0.195,0.328,-0.862,-196.960,109.131,149.963
-0.212,0.333,-0.965,-211.548,100.769,152.954
-0.224,0.315,-1.049,-222.290,91.675,154.968
-0.232,0.310,-1.156,-225.952,88.135,156.006
-0.243,0.338,-1.295,-221.802,91.553,157.410
-0.285,0.447,-1.463,-209.900,98.206,160.339
-0.349,0.601,-1.600,-192.932,105.225,163.269
-0.390,0.748,-1.712,-177.490,109.436,160.767
-0.416,0.911,-1.833,-168.762,106.873,153.259
-0.434,1.040,-1.901,-164.734,96.252,142.151
-0.434,1.083,-1.940,-161.804,81.360,126.892
-0.384,1.044,-1.965,-160.828,64.087,107.117
-0.296,0.962,-1.988,-159.912,44.128,85.449
-0.208,0.877,-1.963,-154.907,25.452,65.247
-0.099,0.773,-1.895,-143.982,11.108,48.035
0.012,0.669,-1.808,-125.427,3.845,36.743
0.139,0.652,-1.724,-99.243,9.338,36.133
0.212,0.755,-1.679,-71.594,26.062,49.438
0.175,0.910,-1.688,-48.523,43.335,72.266
0.074,1.102,-1.767,-32.288,57.800,94.482
-0.089,1.264,-1.831,-23.865,62.866,109.375
-0.263,1.355,-1.823,-19.775,52.002,108.276
-0.391,1.395,-1.747,-15.808,30.273,88.684
-0.456,1.344,-1.570,-7.690,4.883,57.068
-0.425,1.195,-1.334,4.456,-17.883,18.921
-0.339,1.005,-1.088,15.625,-34.302,-17.700
-0.238,0.819,-0.834,23.621,-43.396,-45.105
-0.145,0.637,-0.622,29.846,-43.091,-58.899
-0.055,0.497,-0.463,32.043,-34.729,-62.744
0.028,0.411,-0.383,28.564,-24.414,-59.143
0.092,0.362,-0.358,18.799,-15.198,-50.049
0.126,0.341,-0.359,6.409,-10.986,-38.940
0.152,0.338,-0.405,-5.432,-9.766,-27.893
0.163,0.338,-0.457,-15.686,-7.935,-18.311
0.180,0.337,-0.536,-24.353,-5.554,-12.085
0.204,0.346,-0.629,-30.457,-1.892,-7.141
0.236,0.406,-0.704,-33.020,3.418,-1.526
0.266,0.382,-0.805,-32.288,14.221,9.277
0.260,0.425,-0.948,-32.654,23.315,16.235
0.240,0.474,-1.077,-30.273,22.400,22.095
0.188,0.514,-1.131,-27.649,22.461,27.893
0.124,0.546,-1.141,-22.827,18.372,28.503
0.089,0.567,-1.108,-16.785,11.902,23.987
0.078,0.574,-1.052,-11.230,6.775,17.029
0.083,0.556,-1.000,-5.493,4.333,9.521
0.098,0.535,-0.955,-1.953,3.052,3.479
0.115,0.520,-0.953,-1.709,1.465,0.793
0.109,0.512,-0.965,-3.540,-0.732,1.343
0.083,0.513,-0.973,-4.150,-2.502,2.625
0.050,0.516,-0.945,-0.916,-3.113,1.343
0.054,0.508,-0.902,2.747,-4.089,-2.136
0.072,0.494,-0.856,4.333,-6.042,-4.822
0.086,0.489,-0.825,3.540,-7.019,-6.104
0.085,0.485,-0.807,2.319,-6.104,-5.859
0.096,0.482,-0.783,1.343,-5.737,-5.798
0.108,0.474,-0.769,-0.366,-6.409,-6.104
0.120,0.464,-0.777,-2.930,-6.042,-5.554
0.121,0.455,-0.789,-5.920,-4.822,-3.601
0.112,0.455,-0.809,-6.592,-2.747,-1.160
0.100,0.470,-0.835,-5.554,0.488,0.977
0.080,0.490,-0.847,-4.272,2.563,2.319
0.065,0.503,-0.854,-3.357,2.747,2.136
0.071,0.502,-0.876,-3.784,1.404,0.488
0.079,0.500,-0.886,-4.456,-1.038,-0.366
0.086,0.502,-0.908,-3.296,-1.221,-0.671
0.095,0.500,-0.924,-1.648,0.366,-1.404
0.101,0.496,-0.925,-0.427,0.366,-2.258
0.104,0.485,-0.915,-0.427,-1.892,-3.052
0.107,0.467,-0.894,-0.732,-4.211,-3.418
0.116,0.444,-0.858,-0.244,-5.371,-3.906
