aX,aY,aZ,gX,gY,gZ
-1.328,0.673,1.166,-41.809,-100.037,148.499
-1.269,1.120,1.310,-9.705,-42.419,158.508
-1.160,1.312,1.466,31.799,-6.226,144.592
-0.950,1.362,1.615,58.960,7.751,98.938
-0.653,1.376,1.807,61.707,5.676,43.579
-0.429,1.417,2.017,50.659,-6.104,13.428
-0.383,1.446,2.158,38.696,-15.442,15.747
-0.485,1.492,2.251,33.508,-13.245,29.785
-0.641,1.542,2.154,32.471,6.042,38.452
-0.754,1.421,1.882,29.358,31.372,26.917
-0.661,1.150,1.625,23.804,39.246,-13.794
-0.507,0.755,1.450,13.367,22.705,-73.425
-0.238,0.271,1.352,-4.761,-3.601,-134.949
0.126,-0.252,1.238,-21.179,-23.865,-180.725
0.379,-0.801,1.107,-30.762,-41.382,-197.632
0.576,-1.286,0.941,-30.823,-43.518,-175.537
0.668,-1.690,0.771,-12.756,-23.987,-137.756
0.861,-1.883,0.739,16.296,0.427,-87.708
0.956,-1.749,0.856,34.302,17.700,-31.494
0.772,-1.415,0.872,31.311,27.100,25.513
0.558,-0.986,0.793,17.334,33.508,75.562
0.342,-0.490,0.748,7.568,34.607,104.553
0.108,-0.103,0.716,4.883,27.710,112.366
-0.122,0.101,0.709,7.263,14.771,102.112
-0.209,0.132,0.797,15.564,-2.747,71.899
-0.289,-0.021,0.933,25.513,-20.081,31.677
-0.248,-0.240,1.065,27.832,-29.175,-4.517
-0.135,-0.442,1.146,23.865,-30.762,-23.682
-0.071,-0.621,1.160,17.822,-28.320,-26.917
-0.085,-0.737,1.161,14.282,-21.606,-16.907
-0.106,-0.799,1.106,11.108,-13.611,0.122
-0.139,-0.845,1.017,2.380,-8.057,12.817
-0.149,-0.818,0.903,-11.963,-1.892,11.841
-0.099,-0.761,0.794,-25.574,-0.061,3.052
-0.046,-0.693,0.725,-32.043,-2.563,-5.127
-0.029,-0.629,0.657,-28.748,-2.319,-8.728
-0.009,-0.596,0.592,-18.372,1.770,-9.094
-0.002,-0.572,0.611,-6.348,2.502,-9.338
-0.001,-0.549,0.633,2.686,2.686,-11.536
0.002,-0.545,0.621,4.150,3.418,-15.076
0.040,-0.583,0.620,2.747,0.671,-19.531
0.105,-0.643,0.628,0.854,-5.066,-21.179
0.137,-0.691,0.670,-1.404,-9.949,-16.418
0.138,-0.672,0.723,0.549,-10.986,-4.822
0.079,-0.593,0.757,6.409,-7.996,10.742
-0.023,-0.484,0.777,12.085,-3.601,23.865
-0.123,-0.394,0.826,17.334,-0.977,27.832
-0.196,-0.357,0.851,20.020,0.366,21.729
-0.196,-0.360,0.848,14.954,1.160,6.042
-0.153,-0.415,0.849,7.202,-1.953,-13.611
-0.081,-0.505,0.867,3.540,-5.432,-28.503
-0.011,-0.576,0.907,5.310,-6.714,-33.203
0.012,-0.629,0.923,8.972,-4.578,-28.320
0.001,-0.671,0.884,10.498,0.061,-18.616
-0.009,-0.706,0.850,9.460,3.418,-11.169
0.001,-0.748,0.828,5.920,5.066,-8.911
0.052,-0.766,0.811,-1.587,5.249,-9.644
0.091,-0.747,0.789,-11.475,3.845,-9.338
0.087,-0.705,0.733,-17.822,4.150,-5.615
0.082,-0.660,0.680,-16.846,6.104,-0.488
0.075,-0.608,0.664,-9.583,5.798,3.906
0.052,-0.572,0.653,-0.977,4.028,7.385
0.024,-0.559,0.666,7.568,2.625,7.446
0.027,-0.555,0.711,15.320,2.014,5.066
0.051,-0.556,0.768,18.311,1.160,1.526
0.048,-0.559,0.809,14.709,-1.343,-0.671
0.011,-0.574,0.827,8.118,-3.418,-0.488
-0.022,-0.604,0.819,2.625,-4.028,0.366
-0.031,-0.627,0.811,-0.183,-3.784,0.366
-0.057,-0.655,0.769,-1.160,-3.723,0.427
-0.068,-0.677,0.728,-1.221,-3.845,-0.732
-0.036,-0.675,0.739,3.235,-4.639,-4.395
-0.012,-0.676,0.763,9.399,-4.333,-6.897
-0.003,-0.691,0.781,12.817,-3.174,-6.409
0.006,-0.689,0.826,13.123,-2.075,-5.981
-0.004,-0.667,0.854,11.230,-0.793,-4.639
-0.032,-0.665,0.826,5.920,2.136,-2.502
-0.048,-0.656,0.802,-0.366,3.662,-2.197
-0.050,-0.651,0.790,-5.066,2.930,-3.784
-0.046,-0.672,0.757,-7.629,2.258,-4.944
-0.035,-0.685,0.724,-7.996,2.319,-6.348
-0.020,-0.688,0.707,-5.554,2.075,-8.362
-0.007,-0.691,0.699,-1.770,0.610,-9.949
0.002,-0.706,0.718,2.319,-0.549,-11.414
0.020,-0.717,0.756,6.042,-0.793,-11.780
0.028,-0.736,0.795,7.874,-0.488,-9.705
0.477,1.103,2.379,16.968,18.005,152.710
0.453,1.560,2.929,49.255,32.898,210.510
0.225,1.869,3.462,76.904,52.002,283.752
-0.211,2.028,3.914,72.754,68.054,344.849
-0.721,2.059,4.000,1.831,63.660,369.690
-1.164,2.002,3.691,-152.161,19.714,340.881
-1.523,1.855,2.965,-353.210,-64.026,273.804
-1.859,1.656,1.974,-529.053,-170.166,199.951
-2.204,1.735,0.975,-628.174,-261.230,139.099
-2.505,1.919,0.267,-616.272,-303.284,79.407
-2.854,1.919,-0.048,-473.389,-291.504,-2.075
-2.939,1.437,-0.129,-235.168,-226.257,-123.718
-2.547,-0.357,-0.560,20.447,-124.451,-265.320
-1.916,-3.403,-0.859,225.708,-44.067,-403.625
-0.669,-4.000,-0.983,340.332,-10.742,-529.297
0.654,-4.000,-0.604,333.496,-31.433,-578.247
1.998,-4.000,0.332,283.936,-82.214,-540.466
3.493,-4.000,1.351,257.507,-71.228,-471.741
4.000,-4.000,1.608,220.154,42.236,-345.276
4.000,-4.000,0.758,134.644,190.796,-126.526
3.605,-4.000,-0.568,15.381,279.663,124.146
1.809,-3.567,-1.574,-71.350,281.494,310.669
0.445,-2.431,-1.909,-104.187,203.430,381.042
-0.325,-1.924,-1.845,-82.825,73.242,351.013
-0.832,-1.815,-1.449,-25.513,-62.256,266.052
-1.108,-1.892,-0.833,31.982,-167.053,170.654
-1.231,-2.021,-0.277,71.899,-217.224,91.553
-1.302,-2.141,0.083,101.440,-203.003,37.964
-1.264,-2.280,0.195,133.118,-151.062,1.892
-1.155,-2.413,0.239,154.175,-103.455,-16.357
-1.056,-2.340,0.498,149.292,-87.646,-16.785
-1.073,-1.902,0.834,117.554,-98.572,-8.301
-1.148,-1.354,1.037,77.087,-89.844,-7.996
-1.183,-0.890,0.924,60.059,-39.978,-14.771
-1.168,-0.550,0.583,86.731,26.001,-25.696
-1.113,-0.270,0.256,150.940,77.026,-44.556
-0.991,-0.156,0.124,221.863,92.041,-84.717
-0.745,-0.154,0.303,265.442,74.707,-149.902
-0.229,-0.156,0.757,270.081,35.767,-207.214
0.500,-0.048,1.521,246.582,-21.179,-222.107
1.013,0.165,2.198,208.069,-71.167,-184.448
1.345,0.374,2.731,173.767,-89.539,-103.821
1.440,0.594,3.160,156.616,-86.121,14.160
1.073,0.841,3.599,161.499,-67.383,150.757
0.211,1.031,3.930,173.523,-35.156,285.278
-0.961,1.367,4.000,163.757,-0.671,385.803
-2.154,1.863,3.961,117.310,30.273,407.471
-2.728,2.175,3.428,29.602,57.739,307.068
-2.487,1.793,2.603,-65.125,76.599,94.421
-1.720,0.746,1.750,-128.174,79.529,-143.127
-0.795,-0.401,1.225,-144.714,60.364,-312.805
0.107,-1.360,0.867,-126.221,40.955,-376.099
0.886,-2.079,0.593,-94.666,36.865,-343.872
1.273,-2.397,0.359,-60.669,40.405,-245.605
1.302,-2.485,0.161,-36.194,54.138,-119.507
1.088,-2.316,-0.034,-33.630,54.382,-15.320
0.779,-2.042,-0.156,-44.373,49.866,55.725
0.458,-1.702,-0.235,-54.871,41.016,78.369
0.390,-1.370,-0.184,-54.443,22.095,76.965
0.316,-1.111,-0.049,-40.894,-2.441,65.002
0.259,-0.929,0.208,-17.029,-25.269,53.223
0.168,-0.799,0.495,6.470,-43.213,53.406
0.034,-0.646,0.728,20.630,-44.373,62.195
-0.154,-0.486,0.921,27.283,-35.339,74.280
-0.338,-0.390,1.003,23.376,-23.987,79.895
-0.447,-0.377,0.990,6.409,-12.695,69.580
-0.481,-0.382,0.915,-16.174,-9.155,45.898
-0.478,-0.462,0.818,-31.555,-11.841,18.127
-0.389,-0.575,0.767,-29.785,-11.658,-6.592
-0.270,-0.701,0.750,-13.672,-6.409,-23.071
-0.125,-0.810,0.774,2.441,1.343,-28.687
-0.008,-0.861,0.804,7.935,7.507,-26.672
0.064,-0.862,0.764,-0.610,11.719,-19.043
0.059,-0.817,0.668,-14.099,13.428,-9.277
0.044,-0.754,0.585,-22.339,14.099,-2.014
0.046,-0.689,0.528,-20.447,13.916,1.282
0.059,-0.642,0.507,-12.451,13.123,2.441
0.057,-0.605,0.519,-2.869,9.399,1.587
0.031,-0.566,0.568,4.517,3.052,-1.343
-0.001,-0.564,0.604,10.132,-1.648,-4.883
-0.011,-0.586,0.636,12.817,-4.639,-9.766
-0.029,-0.628,0.714,13.794,-8.118,-15.320
-0.026,-0.672,0.765,12.024,-8.728,-18.738
-0.019,-0.713,0.787,8.728,-5.676,-18.616
-0.009,-0.749,0.788,5.981,-2.869,-16.541
-0.013,-0.785,0.794,3.540,-0.427,-13.550
-0.031,-0.804,0.781,2.686,2.991,-10.925
-0.036,-0.797,0.751,2.563,7.202,-9.949
-0.025,-0.791,0.741,4.150,8.362,-11.108
0.015,-0.797,0.748,5.859,6.958,-11.719
0.041,-0.791,0.775,6.348,5.920,-9.888
0.049,-0.784,0.775,4.639,7.629,-5.554
0.069,-0.772,0.744,-1.282,9.338,-2.502
0.072,-0.767,0.721,-9.521,7.568,-0.916
0.074,-0.769,0.713,-14.832,4.944,1.099
0.057,-0.738,0.707,-15.381,4.272,4.761
0.015,-0.690,0.686,-12.939,5.493,8.545
-0.022,-0.635,0.658,-9.277,6.470,8.789
-0.028,-0.606,0.638,-5.615,5.859,4.517
-0.011,-0.612,0.658,-2.502,2.747,-2.502
0.014,-0.635,0.684,-0.549,-0.183,-8.179
0.034,-0.663,0.701,-0.488,-1.709,-11.536
0.037,-0.695,0.710,-1.221,-2.319,-11.658
0.026,-0.728,0.707,-1.160,-2.258,-8.850
0.014,-0.741,0.709,-0.671,-1.526,-5.432
-0.009,-0.750,0.696,-1.526,-1.404,-3.052
-0.020,-0.743,0.679,-2.014,-1.465,-2.441
-0.022,-0.732,0.659,-0.244,-1.282,-2.625
-0.023,-0.735,0.639,2.991,-1.404,-2.808
-0.005,-0.750,0.641,6.042,-2.136,-4.395
0.015,-0.796,0.657,8.118,-3.113,-5.859
0.042,-0.832,0.690,7.324,-4.578,-5.798
0.053,-0.841,0.718,4.028,-4.578,-4.272
0.043,-0.830,0.714,0.549,-2.380,-0.244
0.023,-0.815,0.699,-2.930,-0.488,5.127
-0.007,-0.783,0.689,-5.676,-0.305,8.606
-0.025,-0.743,0.681,-6.714,0.244,10.437
-0.031,-0.709,0.669,-6.348,0.732,10.498
-0.045,-0.697,0.645,-5.798,0.244,9.094
0.214,1.025,2.559,89.844,19.592,73.914
0.047,1.429,3.070,130.615,41.260,109.375
-0.218,1.700,3.564,160.339,69.214,139.099
-0.499,1.790,3.987,154.419,93.384,142.700
-0.752,1.770,4.000,99.487,108.215,116.638
-0.983,1.845,4.000,2.136,114.990,73.914
-1.326,1.796,3.819,-109.802,121.948,23.499
-1.476,1.452,3.073,-195.984,128.845,-36.682
-1.456,0.915,2.195,-250.854,121.704,-101.379
-1.510,0.195,1.258,-300.232,86.365,-151.733
-1.426,-0.915,0.127,-352.661,27.588,-188.843
-1.160,-2.076,-0.726,-395.752,-58.289,-205.444
-1.446,-2.711,-1.238,-363.098,-129.089,-183.533
-1.932,-3.383,-1.835,-197.815,-72.205,-123.596
-1.626,-4.000,-2.231,48.645,62.195,-119.080
-0.609,-4.000,-2.486,238.953,149.170,-249.268
0.797,-4.000,-2.339,244.080,104.675,-390.747
2.003,-4.000,-1.936,154.480,-1.526,-448.730
2.824,-4.000,-1.930,131.042,-31.433,-385.437
3.164,-4.000,-1.779,145.935,-4.761,-204.346
2.371,-4.000,-1.270,119.385,-16.174,6.653
0.983,-3.999,-1.099,44.312,-30.029,172.424
-0.215,-3.006,-1.428,-40.161,-23.254,257.996
-1.001,-2.215,-1.807,-93.323,-39.063,259.277
-1.288,-1.811,-1.857,-92.773,-90.637,202.454
-1.312,-1.760,-1.560,-64.270,-151.001,120.483
-1.326,-1.823,-1.120,-41.748,-188.538,51.697
-1.277,-1.792,-0.821,-32.959,-189.148,13.916
-1.147,-1.747,-0.654,-32.288,-165.161,5.798
-1.092,-1.414,-0.297,-40.283,-152.588,23.560
-1.199,-0.780,0.168,-55.786,-148.193,53.650
-1.249,-0.153,0.451,-75.562,-125.061,85.205
-1.298,0.317,0.582,-80.505,-87.769,114.624
-1.304,0.638,0.673,-53.955,-49.194,134.033
-1.250,0.842,0.845,-4.639,-24.170,138.794
-1.163,0.930,1.052,42.664,-15.564,127.869
-1.041,0.956,1.303,72.937,-15.991,101.196
-0.802,0.976,1.568,89.050,-18.188,61.890
-0.540,0.872,1.844,90.393,-24.963,26.794
-0.362,0.711,2.132,81.055,-36.560,-1.343
-0.216,0.517,2.376,69.458,-39.856,-15.991
-0.142,0.363,2.474,56.580,-30.884,-20.935
-0.012,0.271,2.550,41.626,-15.625,-6.897
-0.012,0.262,2.556,29.297,6.348,16.418
-0.036,0.288,2.457,17.578,31.189,45.776
-0.151,0.353,2.284,3.113,49.622,67.810
-0.311,0.404,2.063,-12.390,59.692,72.571
-0.449,0.428,1.767,-28.931,68.359,55.969
-0.450,0.388,1.422,-41.565,74.768,18.555
-0.329,0.251,1.148,-44.922,70.435,-33.264
-0.146,-0.024,0.905,-39.917,56.519,-87.524
0.082,-0.383,0.721,-32.410,39.368,-127.930
0.306,-0.755,0.588,-25.818,19.531,-145.325
0.445,-1.104,0.504,-13.550,3.479,-139.160
0.534,-1.330,0.438,5.432,0.427,-110.657
0.510,-1.419,0.414,22.583,2.075,-70.190
0.426,-1.426,0.390,29.907,1.953,-32.837
0.345,-1.365,0.425,25.818,-4.272,-7.690
0.247,-1.251,0.539,18.188,-14.404,6.409
0.129,-1.131,0.624,10.620,-19.165,16.785
0.020,-1.006,0.682,4.639,-17.944,26.062
-0.078,-0.864,0.731,2.197,-14.526,32.837
-0.164,-0.729,0.731,2.258,-10.376,36.865
-0.222,-0.617,0.703,2.625,-7.812,35.889
-0.240,-0.539,0.702,2.991,-8.423,28.381
-0.213,-0.493,0.741,3.967,-9.644,18.616
-0.183,-0.466,0.776,5.859,-9.460,12.207
-0.167,-0.488,0.776,6.348,-6.836,10.254
-0.180,-0.523,0.780,5.432,-5.066,9.460
-0.176,-0.542,0.775,2.625,-3.113,8.179
-0.180,-0.563,0.737,-2.991,0.488,5.798
-0.178,-0.597,0.700,-8.057,2.747,2.686
-0.181,-0.615,0.704,-9.583,2.258,-0.488
-0.168,-0.615,0.707,-5.981,3.296,-2.563
-0.159,-0.627,0.683,-1.160,5.554,-3.662
-0.123,-0.660,0.674,3.601,5.005,-7.141
-0.078,-0.701,0.692,7.385,2.319,-12.268
-0.017,-0.748,0.720,9.277,0.305,-14.954
0.026,-0.786,0.762,9.033,-0.549,-12.695
0.015,-0.806,0.788,6.714,0.427,-5.432
-0.008,-0.802,0.768,2.197,3.906,1.709
-0.022,-0.791,0.741,-3.906,6.592,5.371
-0.028,-0.763,0.714,-9.155,6.348,5.066
-0.031,-0.740,0.674,-10.071,5.981,2.808
-0.028,-0.731,0.648,-6.531,5.188,1.282
-0.019,-0.735,0.667,0.305,3.601,-0.549
-0.014,-0.752,0.704,7.751,2.319,-1.709
-0.016,-0.766,0.749,12.207,1.709,-1.282
-0.021,-0.770,0.798,11.292,0.610,0.000
-0.027,-0.760,0.814,6.042,0.732,1.465
-0.026,-0.734,0.794,-1.892,2.625,3.235
-0.029,-0.712,0.749,-8.911,3.662,5.066
-0.045,-0.702,0.706,-12.390,3.540,6.958
-0.060,-0.683,0.683,-11.047,3.662,7.996
-0.066,-0.663,0.647,-7.690,4.944,7.446
-0.070,-0.665,0.628,-3.235,3.906,5.066
-0.062,-0.684,0.637,0.549,0.122,1.587
-0.041,-0.715,0.642,2.808,-1.465,-1.831
-0.021,-0.746,0.649,2.869,-2.502,-2.930
-0.008,-0.768,0.671,1.709,-4.333,-2.197
-0.015,-0.768,0.701,0.061,-5.066,0.244
-0.031,-0.757,0.705,-0.854,-3.540,4.211
-0.052,-0.756,0.682,-2.319,-1.526,8.118
-0.064,-0.759,0.660,-3.723,-1.282,9.521
-0.060,-0.766,0.635,-3.967,-1.709,8.789
-0.049,-0.781,0.617,-3.235,-2.136,7.874
-0.032,-0.785,0.627,-1.465,-3.418,6.897
-0.017,-0.782,0.652,0.549,-4.883,6.836
-0.023,-0.772,0.686,1.587,-5.798,7.751
-0.027,-0.749,0.719,1.892,-6.042,9.583
-0.047,-0.722,0.727,1.648,-5.554,11.353
-0.072,-0.696,0.730,1.221,-5.615,12.207
-0.075,-0.690,0.732,1.099,-6.165,10.193
-0.069,-0.708,0.734,0.305,-7.141,6.897
-0.071,-0.752,0.720,-0.488,-7.996,4.395
-0.078,-0.808,0.715,0.183,-8.789,2.380
-0.058,-0.844,0.740,1.831,-8.545,0.061
-0.007,-0.853,0.767,1.709,-6.165,-2.075
0.045,-0.846,0.775,-2.625,-4.211,-2.136
0.596,0.443,2.429,86.487,-98.816,95.093
0.484,0.772,2.981,110.535,-76.904,133.423
0.210,1.167,3.537,135.010,-52.612,174.622
-0.226,1.504,3.982,145.752,-34.729,204.773
-0.715,1.734,4.000,120.544,-22.461,199.463
-1.086,1.774,4.000,50.659,-17.761,147.766
-1.336,1.674,4.000,-48.828,-16.968,64.819
-1.646,1.480,3.580,-158.081,-19.226,-15.381
-1.818,1.074,2.521,-252.502,-20.813,-82.092
-2.049,0.704,1.031,-322.571,-38.086,-130.371
-2.209,0.013,-0.639,-339.600,-66.162,-167.603
-1.918,-1.236,-2.089,-255.432,-92.529,-199.402
-1.587,-3.075,-3.405,-97.473,-129.089,-207.397
-1.375,-4.000,-3.833,75.073,-156.738,-227.783
-0.211,-4.000,-3.766,231.873,-122.009,-325.684
1.838,-4.000,-3.262,275.574,-91.431,-419.189
3.658,-4.000,-2.346,196.838,-120.361,-389.465
4.000,-4.000,-1.890,96.375,-103.394,-189.087
3.014,-4.000,-2.211,-16.418,-29.846,116.699
0.411,-4.000,-2.985,-104.309,21.179,397.034
-1.903,-2.347,-3.368,-147.522,30.884,521.729
-2.539,-0.973,-3.041,-142.273,-27.039,444.702
-2.519,-0.350,-2.021,-95.093,-139.648,252.869
-2.287,-0.240,-0.815,-66.162,-219.421,90.637
-1.761,-0.433,-0.018,-47.913,-207.336,18.127
-1.328,-0.426,0.494,-22.095,-142.822,28.931
-1.249,-0.138,0.915,-8.057,-90.637,93.750
-1.560,0.258,1.224,-6.958,-60.913,178.955
-1.936,0.615,1.417,-9.399,-31.921,230.347
-2.155,0.896,1.615,-4.639,-8.911,222.656
-2.161,1.122,1.855,-3.235,-4.761,171.326
-2.074,1.089,2.063,-7.935,-6.958,101.929
-1.891,0.935,2.203,-6.042,5.310,32.532
-1.577,0.699,2.195,8.789,37.109,-21.423
-1.135,0.426,2.098,23.376,70.801,-57.007
-0.695,0.169,1.995,24.536,88.501,-76.111
-0.178,-0.089,1.846,11.414,93.262,-81.665
0.139,-0.288,1.698,-8.362,92.529,-79.834
0.393,-0.288,1.543,-31.250,81.970,-68.298
0.510,-0.217,1.296,-51.086,59.448,-36.865
0.342,-0.281,0.992,-54.871,50.171,-13.855
0.307,-0.261,0.782,-37.537,63.660,-10.193
0.271,-0.277,0.631,-4.333,64.880,-19.287
0.320,-0.478,0.535,25.391,54.321,-36.316
0.429,-0.692,0.617,40.710,33.142,-55.115
0.485,-0.845,0.757,43.884,11.902,-66.162
0.538,-0.973,0.797,38.513,5.981,-56.213
0.549,-1.004,0.841,29.297,1.770,-28.748
0.398,-0.954,0.896,19.409,-6.348,7.568
0.120,-0.873,0.900,13.245,-7.324,42.664
-0.115,-0.731,0.896,11.780,-4.150,66.162
-0.302,-0.617,0.864,11.658,-3.662,71.594
-0.383,-0.561,0.833,11.047,-3.174,57.251
-0.369,-0.560,0.869,11.658,-5.737,29.175
-0.321,-0.589,0.951,12.024,-8.179,1.648
-0.256,-0.652,0.924,7.812,-4.150,-14.832
-0.188,-0.696,0.884,-1.404,-2.258,-19.165
-0.161,-0.705,0.852,-8.179,-2.136,-15.259
-0.133,-0.688,0.791,-11.780,2.075,-6.470
-0.116,-0.692,0.743,-12.939,4.700,2.075
-0.108,-0.694,0.677,-13.062,5.615,7.751
-0.096,-0.707,0.587,-13.611,8.240,9.644
-0.087,-0.695,0.534,-12.878,7.019,7.263
-0.089,-0.677,0.502,-9.888,5.554,2.075
-0.072,-0.657,0.500,-3.784,5.615,-3.113
-0.044,-0.659,0.542,2.991,4.089,-7.141
-0.020,-0.660,0.594,6.348,1.099,-7.629
-0.037,-0.656,0.628,6.042,-1.648,-4.639
-0.063,-0.663,0.652,6.348,-2.930,-2.014
-0.078,-0.681,0.709,7.202,-4.272,0.549
-0.123,-0.710,0.771,7.996,-4.944,4.333
-0.169,-0.727,0.793,6.836,-2.136,8.484
-0.197,-0.712,0.804,3.662,1.831,9.766
-0.217,-0.667,0.796,1.160,4.761,8.911
-0.241,-0.652,0.736,-0.916,7.385,6.592
-0.221,-0.650,0.736,-2.014,6.958,-1.282
-0.183,-0.650,0.782,0.549,5.554,-10.437
-0.165,-0.674,0.799,3.235,6.714,-13.977
-0.146,-0.705,0.795,3.662,7.629,-13.794
-0.132,-0.733,0.790,1.831,6.470,-13.733
-0.117,-0.759,0.781,-0.977,5.005,-11.841
-0.110,-0.787,0.761,-5.005,5.066,-9.155
-0.085,-0.774,0.741,-10.803,5.981,-7.080
-0.077,-0.736,0.681,-16.724,7.324,-4.272
-0.094,-0.714,0.583,-19.836,8.667,-1.526
-0.073,-0.690,0.524,-16.602,9.399,-2.930
-0.042,-0.680,0.526,-8.362,7.751,-6.104
-0.026,-0.695,0.543,0.610,5.493,-8.545
-0.014,-0.713,0.555,7.507,5.249,-10.559
0.013,-0.734,0.589,11.902,3.723,-11.414
0.009,-0.759,0.635,13.062,-0.488,-8.057
-0.016,-0.762,0.663,12.085,-2.380,-2.197
-0.047,-0.747,0.688,10.986,-1.709,3.540
-0.073,-0.726,0.727,9.583,-2.014,7.874
-0.108,-0.702,0.752,7.263,-2.014,10.559
-0.162,-0.692,0.743,4.944,-0.427,11.414
-0.177,-0.676,0.732,3.906,1.587,7.263
-0.174,-0.685,0.745,4.211,0.305,-0.061
-0.167,-0.728,0.740,3.845,-0.977,-5.676
-0.142,-0.774,0.728,2.747,0.427,-10.071
-0.096,-0.810,0.737,2.075,0.854,-12.085
-0.069,-0.819,0.768,0.305,-0.061,-9.216
-0.080,-0.796,0.774,-2.808,1.099,-2.991
-0.104,-0.747,0.735,-5.554,5.371,3.357
-0.130,-0.720,0.684,-6.592,8.118,6.836
-0.144,-0.706,0.650,-6.287,7.446,5.432
-0.141,-0.712,0.632,-4.211,5.310,0.061
-0.111,-0.750,0.629,-2.014,3.479,-6.470
-0.078,-0.790,0.637,0.000,2.686,-12.329
-0.051,-0.822,0.651,2.319,2.625,-14.893
-0.020,-0.840,0.675,3.357,2.808,-13.855
-0.019,-0.840,0.706,2.319,1.648,-9.033
-0.063,-0.821,0.712,-0.488,0.916,-2.380
-0.119,-0.792,0.695,-3.479,2.136,2.075
-0.140,-0.776,0.684,-5.676,2.991,1.526
-0.128,-0.773,0.693,-7.507,2.319,-2.319
-0.118,-0.768,0.710,-8.667,1.465,-5.493
-0.125,-0.757,0.700,-9.033,2.502,-7.751
-0.106,-0.737,0.682,-9.705,4.456,-10.742
0.000,0.805,2.359,6.958,27.771,158.447
0.009,1.215,2.705,-2.319,39.368,185.730
-0.092,1.573,3.096,-14.832,42.236,215.454
-0.416,1.811,3.403,-44.800,39.001,248.047
-0.964,2.007,3.409,-106.384,37.781,273.682
-1.635,2.362,2.993,-189.148,49.744,279.297
-2.346,2.752,2.299,-245.850,73.120,241.638
-2.932,3.202,1.516,-245.544,101.074,143.982
-3.150,3.255,0.418,-206.055,103.760,-8.606
-2.935,2.430,-0.866,-157.471,50.537,-202.209
-2.081,-0.017,-2.122,-81.665,-58.350,-394.348
-0.764,-3.350,-2.707,30.090,-187.073,-502.075
0.923,-4.000,-2.678,140.076,-282.227,-493.347
1.798,-4.000,-1.545,217.041,-311.462,-391.235
2.272,-4.000,-0.279,278.992,-256.897,-263.123
2.930,-4.000,-0.001,254.517,-137.146,-166.687
3.318,-4.000,-0.187,144.043,-42.297,-78.613
2.850,-4.000,-0.330,30.762,-7.263,39.307
1.654,-4.000,-0.543,-51.331,20.447,177.185
0.058,-3.576,-1.050,-106.995,69.458,300.171
-1.251,-1.875,-1.626,-146.606,104.492,372.986
-1.792,-0.857,-1.761,-151.245,79.834,354.736
-1.871,-0.470,-1.389,-101.074,-8.301,250.732
-1.812,-0.495,-0.621,-39.368,-106.201,129.150
-1.579,-0.635,0.116,-4.944,-151.306,44.067
-1.412,-0.780,0.599,10.315,-133.850,9.033
-1.248,-0.654,0.848,11.719,-85.571,18.188
-1.208,-0.365,0.971,0.549,-42.969,52.063
-1.246,-0.064,1.103,-14.465,-16.785,79.956
-1.300,0.135,1.134,-27.771,2.747,74.768
-1.276,0.201,1.161,-34.851,16.296,40.405
-1.202,0.180,1.206,-29.053,18.616,-0.854
-1.123,-0.008,1.300,-12.939,19.287,-40.771
-0.958,-0.135,1.395,6.226,30.029,-77.698
-0.504,-0.215,1.324,21.118,54.565,-107.788
-0.221,-0.282,1.358,23.193,72.754,-123.962
0.071,-0.122,1.559,11.902,59.082,-118.591
0.169,0.187,1.664,-6.226,46.265,-67.749
0.113,0.423,1.518,-26.672,58.960,-9.521
0.027,0.623,1.242,-34.180,85.266,30.945
-0.005,0.816,0.986,-26.123,95.520,53.650
-0.058,0.931,0.872,-9.583,87.402,42.114
0.073,0.906,0.807,9.644,74.829,3.235
0.245,0.666,0.812,22.034,50.354,-46.936
0.322,0.343,0.933,26.611,16.357,-89.478
0.430,0.036,1.015,32.043,-2.441,-112.427
0.551,-0.293,0.981,39.734,-2.136,-110.535
0.603,-0.552,0.972,46.509,-1.709,-85.510
0.525,-0.687,1.013,52.063,-4.517,-50.903
0.411,-0.782,1.047,52.734,-5.127,-21.912
0.219,-0.820,1.069,43.396,-8.606,-8.789
0.087,-0.798,1.140,28.870,-15.503,-10.010
0.046,-0.797,1.192,18.311,-17.212,-11.658
0.053,-0.799,1.137,11.963,-8.911,-12.939
0.080,-0.764,1.057,7.996,1.953,-12.573
0.046,-0.673,1.019,7.324,9.216,-8.911
-0.026,-0.564,0.951,9.827,18.799,-3.174
-0.086,-0.487,0.826,10.620,30.334,-2.319
-0.073,-0.463,0.684,7.996,36.682,-10.986
0.023,-0.540,0.569,0.793,28.809,-24.536
0.083,-0.642,0.590,-9.094,8.545,-32.776
0.109,-0.716,0.617,-15.076,-4.517,-30.273
0.117,-0.730,0.578,-15.747,-3.479,-16.113
0.081,-0.703,0.516,-9.094,1.953,2.197
0.036,-0.679,0.514,3.723,3.967,13.855
-0.015,-0.644,0.618,15.869,2.625,14.526
-0.076,-0.602,0.712,22.034,3.967,9.338
-0.134,-0.592,0.772,21.667,7.935,0.854
-0.186,-0.597,0.813,17.822,9.583,-10.742
-0.180,-0.651,0.803,14.221,10.742,-22.522
-0.097,-0.764,0.798,11.902,8.728,-28.198
-0.030,-0.818,0.881,9.949,3.052,-26.306
0.002,-0.824,0.923,8.240,3.052,-15.442
