aX,aY,aZ,gX,gY,gZ
0.025,-0.796,0.899,4.944,7.507,1.709
-0.004,-0.727,0.920,1.465,8.972,16.357
-0.066,-0.646,0.922,-1.221,10.498,26.306
-0.115,-0.560,0.847,-5.615,15.747,28.687
-0.144,-0.500,0.757,-10.315,17.212,20.020
-0.148,-0.474,0.706,-11.902,13.123,2.197
-0.115,-0.485,0.695,-7.935,8.667,-19.104
-0.036,-0.553,0.673,-1.648,7.263,-35.522
0.064,-0.620,0.671,2.625,5.310,-42.664
0.134,-0.693,0.682,4.639,0.610,-39.551
0.161,-0.735,0.711,5.859,-4.395,-26.489
0.114,-0.765,0.751,7.385,-5.676,-8.911
0.079,-0.794,0.759,8.484,-1.343,5.310
0.065,-0.792,0.754,6.104,3.723,13.977
0.023,-0.749,0.742,0.671,3.601,16.357
-0.016,-0.705,0.703,-4.089,2.869,13.916
-0.038,-0.662,0.663,-5.005,2.258,7.996
-0.029,-0.641,0.672,-2.197,-0.671,0.244
-0.013,-0.625,0.714,2.502,-3.723,-5.432
-0.002,-0.617,0.751,6.042,-5.249,-6.165
-0.012,-0.603,0.797,7.141,-5.981,-2.991
-0.050,-0.598,0.804,6.958,-4.944,2.319
-0.087,-0.606,0.800,5.981,-1.465,6.836
-0.125,-0.610,0.828,6.470,1.953,6.775
-0.135,-0.622,0.826,4.944,6.531,1.648
-0.124,-0.638,0.793,0.000,9.766,-5.432
-0.096,-0.675,0.738,-5.066,7.996,-13.733
-0.037,-0.727,0.716,-7.812,3.784,-21.240
0.012,-0.783,0.733,-5.554,0.061,-23.621
0.059,-0.817,0.743,-1.465,0.366,-18.433
0.081,-0.827,0.741,1.953,2.380,-8.423
0.079,-0.809,0.756,3.052,2.930,1.831
0.063,-0.773,0.762,2.075,3.845,10.315
0.029,-0.726,0.760,-0.122,5.615,15.930
-0.019,-0.663,0.751,-1.709,7.446,18.188
-0.060,-0.617,0.722,-2.625,9.277,15.747
-0.072,-0.598,0.707,-2.747,8.179,7.935
-0.058,-0.615,0.708,-2.502,4.761,-2.991
-0.017,-0.663,0.729,-1.160,0.916,-12.329
0.031,-0.719,0.739,0.793,-1.587,-16.663
0.074,-0.757,0.761,0.793,-3.601,-14.648
0.079,-0.774,0.798,0.000,-5.676,-7.935
0.058,-0.775,0.831,-0.916,-4.150,0.977
0.032,-0.759,0.826,-2.930,0.549,9.644
-0.010,-0.741,0.830,-6.653,4.089,14.893
-0.054,-0.721,0.825,-10.315,6.958,15.137
0.325,0.561,2.351,36.499,-23.560,74.524
0.250,0.877,2.878,52.734,-11.536,108.948
0.120,1.243,3.419,68.787,15.259,153.748
-0.193,1.536,3.850,66.101,49.561,205.750
-0.703,1.709,4.000,23.132,74.097,248.047
-1.266,1.886,3.710,-75.623,87.524,258.301
-1.736,2.093,3.012,-210.632,81.116,225.525
-2.227,2.436,1.965,-324.463,55.542,143.250
-2.711,2.742,0.761,-361.267,38.086,11.353
-2.741,1.994,-0.539,-290.649,23.132,-164.124
-2.252,0.358,-1.416,-157.166,-34.058,-343.506
-1.598,-1.785,-1.762,-20.264,-141.479,-455.383
-0.727,-3.989,-2.012,74.219,-220.459,-482.849
0.142,-4.000,-1.877,118.530,-229.187,-450.439
0.542,-4.000,-1.266,177.002,-196.655,-390.442
0.879,-4.000,-0.893,235.413,-107.971,-294.189
1.004,-4.000,-0.968,221.008,-19.104,-200.256
1.134,-4.000,-0.955,157.043,10.925,-132.751
0.952,-4.000,-0.775,92.285,1.770,-73.792
0.553,-4.000,-0.711,43.579,10.132,4.211
-0.016,-3.240,-0.764,1.038,37.109,90.332
-0.649,-2.318,-0.808,-30.762,49.683,156.738
-1.109,-1.682,-0.796,-47.058,46.814,182.617
-1.229,-1.410,-0.689,-42.419,31.311,162.720
-1.243,-1.398,-0.444,-24.597,-0.916,122.864
-1.177,-1.382,-0.189,-17.334,-31.006,83.252
-1.057,-1.478,-0.099,-22.156,-38.818,50.171
-0.870,-1.640,-0.044,-20.142,-35.645,27.832
-0.775,-1.639,0.109,-12.695,-32.776,15.869
-0.715,-1.505,0.336,-5.615,-25.879,9.216
-0.612,-1.222,0.573,-0.916,-9.949,4.517
-0.535,-0.943,0.667,-6.287,12.085,3.418
-0.535,-0.672,0.751,-18.372,31.677,3.906
-0.375,-0.393,0.835,-19.165,53.101,2.869
-0.252,-0.132,0.834,-9.216,71.411,0.244
-0.042,0.051,1.078,7.202,56.946,2.441
0.203,0.324,1.396,21.851,46.692,3.235
0.495,0.514,1.551,30.090,55.359,8.423
0.736,0.601,1.606,28.931,63.965,26.306
0.795,0.654,1.720,33.997,56.335,52.917
0.770,0.780,1.832,52.368,50.049,86.365
0.638,0.922,1.941,71.716,51.147,120.483
0.357,1.024,2.078,85.754,50.415,146.851
0.018,1.124,2.230,86.304,47.058,157.959
-0.294,1.195,2.305,68.726,41.687,146.667
-0.542,1.183,2.222,31.555,34.241,111.145
-0.679,1.001,1.975,-11.780,23.743,53.345
-0.666,0.707,1.654,-41.077,13.062,-14.771
-0.503,0.345,1.348,-48.523,8.240,-81.055
-0.226,-0.098,1.028,-44.739,8.728,-133.972
0.136,-0.540,0.793,-39.063,2.686,-165.527
0.451,-0.913,0.691,-32.654,-11.353,-170.959
0.632,-1.196,0.607,-22.461,-20.752,-148.560
0.668,-1.346,0.522,-8.667,-17.944,-103.821
0.630,-1.364,0.418,2.441,-9.094,-53.955
0.526,-1.290,0.357,4.822,-6.042,-16.724
0.417,-1.192,0.377,4.150,-8.484,5.005
0.299,-1.076,0.386,3.845,-14.282,10.864
0.172,-0.996,0.467,3.418,-28.259,13.184
0.154,-0.882,0.545,4.272,-25.146,15.930
0.139,-0.788,0.593,10.498,-18.372,20.630
0.100,-0.725,0.698,16.663,-18.372,30.151
0.006,-0.648,0.819,20.386,-20.752,40.405
-0.102,-0.578,0.906,20.508,-17.029,50.049
-0.211,-0.549,0.899,17.029,-7.996,55.420
-0.262,-0.522,0.889,12.207,-0.366,51.453
-0.295,-0.525,0.882,7.568,1.587,41.199
-0.301,-0.537,0.851,0.732,1.038,28.381
-0.255,-0.544,0.813,-5.310,0.488,11.841
-0.174,-0.552,0.769,-7.629,0.977,-2.563
-0.106,-0.584,0.727,-6.104,1.160,-10.071
-0.051,-0.609,0.752,-0.427,-0.427,-11.536
-0.030,-0.627,0.785,6.287,-0.061,-8.179
-0.027,-0.638,0.779,7.812,2.319,-3.784
-0.023,-0.644,0.769,5.005,2.991,-3.601
-0.000,-0.667,0.769,-0.122,1.404,-6.226
0.023,-0.698,0.771,-4.089,-0.183,-9.644
0.050,-0.720,0.741,-6.470,0.671,-10.620
0.057,-0.714,0.732,-5.676,1.831,-9.338
0.064,-0.701,0.733,-0.916,3.906,-6.226
0.055,-0.712,0.718,3.357,5.859,-2.991
0.053,-0.720,0.732,5.432,5.371,-1.343
0.053,-0.719,0.753,6.165,4.944,-1.282
0.074,-0.708,0.775,5.310,5.615,-1.160
0.094,-0.697,0.792,1.648,5.432,-1.038
0.097,-0.658,0.788,-4.395,4.944,0.061
0.067,-0.631,0.762,-8.362,5.615,2.930
0.042,-0.620,0.733,-9.094,6.165,6.470
0.016,-0.610,0.729,-6.897,5.005,8.484
-0.010,-0.595,0.722,-3.784,4.333,8.972
-0.026,-0.585,0.711,0.000,4.028,7.446
-0.025,-0.604,0.707,3.967,2.319,3.418
-0.008,-0.628,0.715,6.775,-0.305,-1.770
-0.002,-0.654,0.724,8.911,-1.587,-6.409
0.013,-0.678,0.732,10.376,-1.099,-10.742
0.041,-0.722,0.736,9.949,-0.610,-13.733
0.071,-0.765,0.747,7.141,-2.014,-13.733
0.081,-0.800,0.740,3.723,-3.357,-10.376
0.094,-0.821,0.711,0.671,-2.441,-5.310
0.108,-0.819,0.686,0.122,-0.793,-0.427
0.116,-0.812,0.665,0.732,-0.488,4.517
0.109,-0.805,0.643,0.977,-2.014,8.057
0.084,-0.791,0.646,1.709,-4.578,9.094
0.073,-0.770,0.678,3.052,-5.066,7.446
0.073,-0.744,0.719,2.930,-5.005,4.944
0.064,-0.718,0.738,0.671,-5.676,3.845
0.058,-0.691,0.737,-2.991,-6.409,4.272
0.049,-0.673,0.733,-4.761,-8.057,4.883
0.043,-0.657,0.732,-4.761,-8.850,5.798
0.042,-0.650,0.740,-3.052,-8.972,6.653
0.040,-0.642,0.751,-1.526,-9.277,7.202
0.030,-0.648,0.751,-0.916,-9.033,6.897
0.028,-0.645,0.757,-1.221,-9.644,4.333
0.022,-0.651,0.750,-1.953,-10.498,1.221
0.024,-0.651,0.750,-1.770,-11.292,-2.136
0.040,-0.650,0.758,0.549,-11.230,-4.700
0.059,-0.651,0.773,3.723,-11.597,-5.859
0.080,-0.642,0.799,6.470,-12.817,-5.798
0.098,-0.624,0.816,9.338,-13.733,-4.883
0.568,0.645,1.974,39.429,5.737,49.927
0.676,0.958,2.305,57.495,13.245,66.772
0.726,1.272,2.727,79.529,23.682,90.210
0.624,1.509,3.122,97.229,36.682,122.498
0.318,1.630,3.385,93.201,53.711,156.067
-0.082,1.724,3.425,52.002,71.533,177.063
-0.531,1.823,3.042,-29.053,82.336,180.725
-1.072,1.827,2.303,-137.878,76.782,158.813
-1.512,1.798,1.285,-240.784,50.476,95.825
-1.775,1.731,0.040,-311.829,5.981,-14.160
-1.817,1.170,-1.297,-321.716,-70.862,-156.921
-1.756,-0.282,-2.065,-252.075,-189.941,-309.753
-1.144,-2.148,-1.978,-100.342,-297.791,-441.467
-0.324,-3.886,-1.442,89.539,-320.862,-461.304
0.055,-4.000,-0.482,220.886,-266.724,-341.675
0.041,-4.000,0.030,260.071,-148.193,-192.688
-0.034,-4.000,-0.370,201.111,-12.146,-79.224
-0.419,-4.000,-1.039,90.820,36.987,-31.738
-0.442,-4.000,-1.181,24.475,-0.610,-73.059
0.089,-4.000,-0.759,30.823,-51.270,-139.282
0.703,-4.000,-0.304,48.828,-64.331,-148.437
0.964,-4.000,-0.187,35.461,-18.066,-70.862
0.632,-4.000,-0.524,4.517,55.664,64.758
0.017,-3.823,-0.904,-25.146,101.257,203.247
-0.663,-2.875,-1.133,-52.307,100.403,289.124
-1.195,-2.068,-1.152,-75.623,70.740,307.068
-1.432,-1.436,-0.998,-85.144,23.621,268.311
-1.479,-0.953,-0.675,-84.778,-25.024,201.294
-1.439,-0.630,-0.302,-81.604,-64.331,136.414
-1.375,-0.438,0.064,-71.167,-79.346,90.698
-1.270,-0.287,0.352,-57.556,-74.646,63.110
-1.203,-0.071,0.603,-47.974,-60.364,50.964
-1.086,0.128,0.815,-40.100,-40.344,50.232
-0.953,0.288,1.024,-30.396,-17.883,57.861
-0.844,0.472,1.161,-19.592,2.197,68.298
-0.689,0.618,1.243,-10.620,24.658,71.899
-0.548,0.748,1.352,-3.418,40.222,64.941
-0.440,0.840,1.497,2.686,43.091,51.147
-0.332,0.879,1.597,6.775,43.579,32.410
-0.247,0.817,1.607,13.000,43.030,7.751
-0.127,0.637,1.608,22.644,37.964,-18.372
-0.014,0.454,1.667,26.794,25.085,-39.734
0.118,0.327,1.756,22.705,15.564,-52.979
0.235,0.250,1.775,10.803,17.639,-56.396
0.295,0.213,1.712,-2.502,24.414,-49.316
0.312,0.222,1.577,-11.963,30.640,-35.950
0.265,0.201,1.384,-16.357,34.180,-23.987
0.194,0.161,1.192,-16.663,33.936,-19.531
0.150,0.106,1.033,-13.367,31.738,-24.963
0.166,0.003,0.920,-5.432,28.259,-38.086
0.239,-0.145,0.832,3.479,20.081,-55.176
0.308,-0.351,0.769,8.606,6.653,-70.862
0.373,-0.533,0.792,11.658,-8.118,-79.956
0.412,-0.653,0.835,15.381,-15.869,-78.064
0.402,-0.753,0.834,18.127,-14.954,-63.293
0.338,-0.849,0.805,16.785,-11.353,-39.978
0.285,-0.908,0.802,13.489,-7.324,-20.264
0.171,-0.903,0.754,10.437,-2.136,-8.057
0.163,-0.881,0.733,6.958,7.507,-1.587
0.137,-0.826,0.675,2.380,8.057,4.028
0.106,-0.750,0.683,-0.366,3.723,7.019
0.074,-0.667,0.675,1.587,2.930,7.996
0.065,-0.656,0.663,4.639,3.662,9.216
0.051,-0.645,0.684,7.019,-1.465,9.338
0.055,-0.653,0.752,6.836,-4.761,11.902
0.040,-0.640,0.786,4.578,-2.319,17.273
-0.003,-0.608,0.794,1.160,0.061,25.024
-0.056,-0.584,0.785,-3.601,2.502,30.579
-0.106,-0.558,0.756,-7.629,4.272,30.945
-0.123,-0.519,0.715,-10.254,4.822,26.733
-0.133,-0.507,0.701,-7.812,3.418,18.982
-0.111,-0.532,0.702,0.366,2.136,9.827
-0.058,-0.575,0.727,9.155,1.953,2.441
-0.022,-0.611,0.769,14.709,0.977,-1.526
-0.014,-0.661,0.787,14.832,0.244,-2.197
0.001,-0.690,0.795,10.742,0.000,-2.686
0.024,-0.709,0.819,7.019,-0.732,-2.258
0.019,-0.729,0.818,5.920,-1.709,1.160
-0.004,-0.747,0.817,5.676,-2.075,6.897
-0.017,-0.722,0.854,7.141,-0.122,9.583
-0.005,-0.696,0.862,7.507,3.662,10.010
0.006,-0.678,0.867,5.127,3.967,8.667
0.013,-0.679,0.843,1.526,2.747,6.531
0.018,-0.671,0.822,-2.380,2.930,4.517
0.034,-0.650,0.816,-5.615,2.441,1.770
0.040,-0.641,0.799,-8.484,2.686,-0.366
0.053,-0.627,0.773,-9.888,3.967,-1.160
0.043,-0.635,0.730,-9.277,4.517,0.183
0.027,-0.644,0.675,-7.507,4.150,1.953
0.025,-0.649,0.653,-4.089,3.601,1.221
0.034,-0.661,0.655,-0.671,2.625,-0.732
0.042,-0.679,0.666,1.587,0.549,-2.136
0.057,-0.684,0.681,2.808,-0.366,-2.319
0.076,-0.669,0.701,3.723,-1.038,-0.610
0.078,-0.649,0.716,4.639,-1.343,2.869
0.072,-0.625,0.721,4.272,-1.099,7.324
0.049,-0.611,0.730,3.906,-2.075,10.986
0.005,-0.592,0.744,4.028,-3.174,12.634
-0.012,-0.587,0.755,4.761,-1.343,11.536
-0.035,-0.598,0.757,5.737,-0.732,7.690
-0.028,-0.614,0.762,5.371,-2.075,2.686
-0.021,-0.642,0.765,4.944,-3.357,-2.441
-0.001,-0.677,0.756,4.944,-3.479,-6.226
0.026,-0.719,0.764,5.432,-3.906,-7.690
0.047,-0.752,0.792,6.226,-4.517,-5.554
0.052,-0.768,0.827,6.470,-4.456,-0.916
0.037,-0.771,0.839,5.005,-2.258,5.737
0.023,-0.754,0.837,1.648,1.282,11.353
0.009,-0.727,0.834,-2.808,2.869,13.794
-0.016,-0.704,0.816,-8.179,3.662,13.428
-0.016,-0.670,0.773,-13.489,5.127,9.338
-0.006,-0.672,0.721,-16.968,5.371,1.648
0.016,-0.694,0.681,-18.066,2.991,-6.348
0.054,-0.728,0.633,-15.930,1.038,-13.733
0.118,-0.754,0.624,-9.766,-0.488,-18.372
0.164,-0.797,0.644,-1.770,-2.075,-18.127
0.209,-0.828,0.681,1.831,-3.235,-13.062
0.198,-0.838,0.713,-0.427,-5.798,-5.493
0.159,-0.823,0.732,-5.859,-7.629,2.747
0.829,0.778,2.012,73.730,22.522,11.169
1.004,1.024,2.336,90.515,26.367,23.682
1.179,1.267,2.638,106.995,36.255,37.292
1.269,1.450,2.849,113.098,51.208,46.082
1.282,1.537,2.883,97.229,67.200,47.913
1.223,1.495,2.702,55.298,81.055,37.415
1.064,1.339,2.379,-1.770,82.336,18.738
0.676,1.137,1.896,-59.265,71.472,8.789
0.128,0.923,1.344,-106.934,64.575,7.751
-0.502,0.646,0.747,-135.681,59.631,2.197
-1.035,0.271,0.119,-144.653,43.518,-16.479
-1.379,-0.237,-0.409,-143.127,4.028,-53.345
-1.692,-0.919,-0.791,-144.714,-65.857,-86.426
-2.254,-1.525,-0.959,-147.278,-149.780,-100.403
-2.738,-2.061,-1.104,-116.150,-177.063,-119.507
-2.721,-2.835,-1.407,-26.184,-122.070,-161.804
-2.261,-3.683,-1.578,92.224,-47.241,-221.252
-1.636,-4.000,-1.611,182.861,-19.165,-276.794
-0.935,-4.000,-1.551,206.848,-30.334,-305.603
-0.217,-4.000,-1.378,174.866,-71.838,-299.011
0.335,-4.000,-1.018,125.549,-113.037,-261.475
0.671,-4.000,-0.672,89.172,-101.990,-179.443
0.736,-4.000,-0.538,58.594,-35.767,-52.917
0.314,-3.877,-0.702,22.217,28.381,93.384
-0.326,-3.156,-0.944,-19.653,56.396,219.421
-0.988,-2.545,-1.134,-52.979,48.950,291.626
-1.396,-1.968,-1.092,-63.599,19.287,305.176
-1.520,-1.358,-0.807,-51.514,-19.409,270.630
-1.423,-0.866,-0.383,-32.288,-57.251,210.632
-1.220,-0.520,0.103,-21.362,-87.830,144.714
-1.038,-0.300,0.563,-19.531,-106.445,89.539
-0.868,-0.185,0.871,-20.020,-103.821,46.814
-0.709,-0.201,1.009,-22.522,-85.693,14.954
-0.626,-0.307,1.062,-25.391,-70.862,-7.324
-0.490,-0.393,1.183,-24.353,-59.204,-19.165
-0.416,-0.367,1.354,-16.418,-48.096,-20.569
-0.365,-0.310,1.461,-5.920,-37.537,-8.911
-0.201,-0.145,1.474,4.272,0.122,3.784
0.003,-0.010,1.460,19.897,43.335,10.498
0.115,0.110,1.455,34.729,61.768,11.475
0.249,0.176,1.509,44.189,54.688,10.437
0.280,0.164,1.612,50.781,45.410,1.465
0.326,0.158,1.718,55.237,43.640,-4.395
0.383,0.169,1.740,53.772,45.410,-3.052
0.401,0.205,1.739,44.556,45.288,2.136
0.397,0.225,1.705,34.485,44.067,6.042
0.397,0.201,1.609,18.494,40.039,8.057
0.387,0.155,1.525,-3.906,28.259,7.507
0.341,0.098,1.463,-25.391,12.817,6.592
0.287,0.014,1.366,-38.879,4.211,8.850
0.234,-0.060,1.258,-44.067,1.709,14.038
0.150,-0.108,1.163,-41.809,0.732,17.578
0.043,-0.157,1.056,-36.682,1.648,16.418
-0.053,-0.223,0.940,-32.104,4.089,5.859
-0.101,-0.345,0.792,-28.748,7.568,-12.878
-0.075,-0.488,0.668,-26.611,7.263,-35.522
0.023,-0.658,0.599,-24.902,1.343,-56.091
0.161,-0.804,0.609,-23.499,-8.606,-67.383
0.251,-0.920,0.625,-21.240,-16.785,-63.965
0.278,-0.986,0.608,-19.470,-17.578,-47.363
0.266,-1.003,0.581,-17.212,-13.733,-24.231
0.197,-0.973,0.568,-15.259,-9.399,-0.916
0.079,-0.896,0.535,-13.611,-3.845,18.188
-0.031,-0.812,0.506,-11.841,1.038,29.419
-0.111,-0.751,0.497,-7.324,1.282,31.006
-0.150,-0.726,0.486,-0.793,-0.305,26.855
-0.133,-0.722,0.515,8.057,-2.747,20.020
-0.087,-0.754,0.574,16.174,-6.165,13.855
-0.034,-0.769,0.666,19.470,-10.071,11.292
-0.001,-0.777,0.758,16.724,-13.123,12.939
-0.011,-0.756,0.842,9.033,-14.709,19.897
-0.062,-0.726,0.898,1.404,-13.367,31.067
-0.123,-0.667,0.921,-5.066,-8.362,42.480
-0.178,-0.587,0.897,-9.949,-0.854,50.110
-0.232,-0.508,0.837,-13.672,5.554,52.368
-0.293,-0.443,0.779,-13.550,6.897,47.974
-0.299,-0.389,0.760,-8.545,6.409,32.715
-0.255,-0.400,0.768,-1.831,4.822,9.705
-0.181,-0.470,0.799,1.587,0.854,-12.451
-0.100,-0.563,0.812,0.977,-2.197,-30.212
-0.020,-0.665,0.828,0.122,-4.150,-38.940
0.054,-0.749,0.839,-0.244,-3.540,-37.720
0.109,-0.789,0.827,-1.892,1.038,-28.076
0.122,-0.803,0.764,-4.944,6.531,-13.428
0.096,-0.789,0.699,-7.629,9.583,0.854
0.043,-0.754,0.643,-8.972,9.766,11.108
-0.012,-0.720,0.606,-7.568,9.644,14.404
-0.031,-0.691,0.602,-3.662,8.301,11.719
-0.015,-0.680,0.614,-0.305,5.615,4.028
0.018,-0.686,0.639,1.892,2.197,-3.967
0.035,-0.697,0.657,4.517,0.427,-8.240
0.065,-0.710,0.659,7.385,1.221,-7.996
0.086,-0.719,0.684,10.437,1.099,-4.456
0.077,-0.715,0.743,12.268,-1.282,1.526
0.051,-0.700,0.783,11.230,-1.343,7.996
0.014,-0.688,0.780,6.958,0.793,12.268
-0.029,-0.705,0.749,0.488,1.587,13.306
-0.030,-0.699,0.726,-5.798,0.671,8.850
-0.017,-0.701,0.709,-8.301,-0.732,2.258
-0.001,-0.721,0.700,-6.714,-2.197,-1.343
0.001,-0.747,0.703,-2.380,-2.686,-1.465
-0.010,-0.771,0.715,2.502,-2.319,-0.305
-0.003,-0.788,0.725,5.676,-0.366,1.038
0.016,-0.789,0.745,6.897,1.465,2.991
0.046,-0.773,0.760,5.676,3.174,5.432
0.070,-0.752,0.753,1.221,4.456,7.812
0.072,-0.727,0.734,-3.906,4.761,9.766
0.080,-0.699,0.716,-7.324,4.822,10.620
0.069,-0.673,0.698,-7.446,5.005,11.169
0.046,-0.658,0.679,-5.127,3.967,11.414
0.022,-0.660,0.679,-1.465,0.854,9.460
0.017,-0.665,0.714,3.479,-1.648,5.554
0.017,-0.689,0.744,7.751,-1.953,2.197
0.043,-0.708,0.782,9.216,-1.953,-0.122
0.063,-0.730,0.820,7.385,-3.235,-1.221
0.080,-0.740,0.846,3.296,-4.700,-0.183
0.077,-0.728,0.871,-0.427,-5.310,2.808
0.073,-0.692,0.903,-1.892,-4.028,7.812
0.069,-0.635,0.940,-1.953,-2.014,13.306
0.803,0.772,2.010,51.453,-0.427,40.100
0.976,1.102,2.428,75.562,2.930,62.500
0.990,1.357,2.858,101.501,10.986,91.919
0.853,1.513,3.184,114.197,26.672,128.052
0.469,1.523,3.262,95.093,44.373,165.466
0.037,1.478,3.094,28.137,53.223,191.528
-0.404,1.391,2.739,-73.486,42.542,193.176
-0.894,1.196,2.140,-190.857,7.385,177.979
-1.368,0.924,1.354,-303.833,-38.208,147.888
-1.749,0.760,0.477,-390.747,-79.590,92.224
-1.874,0.568,-0.685,-426.880,-115.234,3.357
-1.833,-0.151,-1.836,-384.094,-164.795,-113.464
-1.679,-1.492,-2.363,-222.961,-239.624,-242.187
-1.341,-3.030,-2.471,41.016,-282.043,-354.065
-0.846,-4.000,-2.324,287.903,-271.973,-406.738
-0.440,-4.000,-1.682,421.570,-276.062,-399.719
-0.269,-4.000,-0.222,439.697,-287.964,-386.719
0.427,-4.000,0.685,390.320,-229.492,-372.681
1.332,-4.000,0.561,268.921,-93.323,-302.063
1.576,-4.000,0.249,108.215,0.916,-159.058
1.023,-4.000,-0.009,-16.785,29.907,17.700
0.324,-3.957,-0.337,-86.426,72.815,173.523
-0.406,-2.893,-0.708,-116.333,126.282,283.630
-0.983,-2.058,-1.020,-116.638,148.743,340.759
-1.271,-1.511,-1.140,-95.520,126.892,330.139
-1.331,-1.168,-1.105,-66.162,73.486,264.771
-1.276,-1.073,-0.932,-44.006,9.216,177.551
-1.219,-1.087,-0.597,-30.579,-47.913,96.069
-1.152,-1.083,-0.248,-21.179,-83.374,37.964
-1.096,-1.093,0.041,-14.099,-86.426,10.010
-1.071,-0.981,0.268,-6.592,-65.063,4.883
-0.994,-0.779,0.386,3.479,-34.668,10.864
-0.934,-0.545,0.395,15.747,-4.883,18.616
-0.899,-0.304,0.361,31.677,18.555,18.616
-0.813,-0.098,0.343,53.284,29.602,6.714
-0.687,-0.033,0.471,75.989,22.278,-19.104
-0.471,-0.002,0.864,90.027,2.502,-51.147
-0.283,0.051,1.346,90.820,-10.193,-75.806
-0.067,0.039,1.636,83.191,-0.244,-81.299
0.138,0.004,1.723,74.951,29.297,-72.998
0.303,0.052,1.685,67.749,40.100,-67.322
0.476,0.075,1.627,66.101,28.381,-48.218
0.568,0.023,1.712,69.763,15.564,-35.889
0.710,0.021,1.886,81.360,15.076,-21.912
0.736,-0.002,1.992,91.003,15.503,3.418
0.653,-0.046,2.068,89.050,13.123,31.738
0.486,-0.046,2.095,72.571,8.789,56.213
0.289,-0.026,2.055,43.762,5.127,73.669
0.042,-0.016,1.942,12.085,2.502,83.740
-0.194,0.014,1.817,-14.404,-0.793,87.097
-0.408,0.050,1.669,-33.386,-2.991,80.139
-0.521,0.068,1.489,-47.058,0.427,58.655
-0.546,0.010,1.273,-54.260,6.287,23.132
-0.480,-0.155,1.024,-57.434,9.827,-19.287
-0.355,-0.390,0.823,-53.772,9.583,-62.805
-0.171,-0.648,0.694,-42.664,10.498,-97.290
0.080,-0.937,0.626,-30.457,13.245,-114.136
0.210,-1.142,0.522,-25.513,10.559,-111.572
0.349,-1.299,0.538,-27.588,7.935,-92.834
0.365,-1.293,0.459,-31.372,12.085,-60.242
0.348,-1.247,0.359,-29.846,16.541,-19.104
0.246,-1.165,0.299,-24.536,18.677,16.235
0.103,-1.047,0.304,-17.395,17.090,40.283
-0.002,-0.909,0.307,-13.550,18.311,51.575
-0.080,-0.772,0.324,-11.292,16.418,51.270
-0.130,-0.679,0.378,-7.141,10.925,42.419
-0.160,-0.635,0.435,-2.258,5.981,29.846
-0.157,-0.612,0.526,2.136,1.709,17.822
-0.159,-0.582,0.622,7.080,0.549,10.559
-0.165,-0.568,0.668,11.536,2.747,10.376
-0.198,-0.603,0.666,13.245,3.479,15.686
-0.223,-0.631,0.706,12.573,-0.366,19.653
-0.222,-0.647,0.755,11.780,-1.770,20.325
-0.208,-0.670,0.760,8.789,0.610,19.348
-0.197,-0.706,0.738,3.967,1.587,16.602
-0.190,-0.705,0.755,-1.343,0.000,10.498
-0.189,-0.715,0.769,-3.967,0.183,3.235
-0.165,-0.731,0.756,-4.150,3.723,-2.686
-0.125,-0.737,0.770,-2.625,5.798,-6.287
-0.091,-0.728,0.784,-0.793,6.592,-7.202
-0.071,-0.719,0.757,0.610,9.277,-5.737
-0.033,-0.714,0.724,-0.305,10.315,-5.127
-0.016,-0.727,0.707,-2.258,8.057,-6.409
0.011,-0.754,0.673,-2.747,7.141,-7.507
0.037,-0.788,0.652,-2.563,5.981,-7.446
0.036,-0.794,0.650,-1.221,5.371,-6.775
0.030,-0.796,0.647,0.549,6.348,-5.737
0.034,-0.795,0.650,1.648,5.859,-3.845
0.038,-0.788,0.665,2.686,3.784,-2.197
0.031,-0.779,0.667,2.441,1.160,0.916
0.017,-0.771,0.676,1.648,-2.197,4.883
0.003,-0.759,0.702,1.770,-4.578,8.728
-0.011,-0.751,0.730,2.808,-5.676,12.756
-0.052,-0.756,0.728,2.319,-6.104,16.602
-0.080,-0.742,0.715,-1.160,-5.432,16.968
-0.089,-0.714,0.713,-4.578,-4.395,12.634
-0.093,-0.691,0.710,-7.263,-4.028,7.446
-0.096,-0.674,0.705,-8.240,-3.784,3.479
-0.096,-0.665,0.707,-7.690,-3.113,1.648
-0.091,-0.665,0.709,-5.554,-2.563,2.441
-0.098,-0.692,0.701,-3.540,-2.441,5.188
-0.101,-0.714,0.712,-3.052,-2.808,8.118
-0.095,-0.724,0.714,-3.967,-1.343,9.216
-0.074,-0.718,0.682,-6.165,2.380,8.484
-0.049,-0.702,0.642,-8.423,5.554,5.554
-0.047,-0.697,0.591,-8.972,6.042,1.892
-0.038,-0.708,0.557,-6.226,5.920,-2.075
-0.023,-0.748,0.551,-1.282,5.554,-5.066
0.004,-0.782,0.569,1.831,4.456,-8.057
0.011,-0.810,0.589,2.991,3.235,-9.766
0.017,-0.832,0.577,3.296,3.357,-9.094
0.041,-0.845,0.556,4.517,3.845,-6.836
0.068,-0.860,0.559,7.202,1.953,-3.479
0.071,-0.869,0.579,10.071,-1.343,1.404
0.074,-0.868,0.603,12.817,-3.296,6.897
0.058,-0.857,0.632,15.076,-4.700,11.658
0.026,-0.846,0.656,15.503,-6.531,14.587
-0.001,-0.831,0.687,13.733,-8.484,14.404
-0.021,-0.817,0.721,10.437,-10.986,11.353
