aX,aY,aZ,gX,gY,gZ
-0.027,-0.130,1.475,-1.831,118.225,-18.860
0.177,-0.224,1.244,-11.353,20.386,-4.150
0.152,-0.290,1.160,-20.752,-23.376,0.610
0.194,-0.351,1.079,-25.940,-40.894,1.038
0.145,-0.367,1.100,-20.203,-39.795,4.517
0.117,-0.345,1.086,-13.977,-32.532,4.089
0.094,-0.393,1.022,-13.062,-28.015,-0.854
0.054,-0.411,0.946,-12.390,-22.827,-2.991
-0.008,-0.361,0.903,-7.996,-17.578,-3.235
0.012,-0.385,0.841,-3.174,-15.808,-3.723
0.037,-0.405,0.797,-3.723,-16.174,-4.700
0.021,-0.357,0.739,-6.592,-17.822,-3.723
-0.018,-0.300,0.665,-6.409,-18.616,-0.610
-0.075,-0.247,0.614,-4.211,-18.799,1.282
-0.102,-0.232,0.600,-0.122,-20.508,0.610
-0.057,-0.283,0.641,5.615,-23.865,-0.793
-0.033,-0.324,0.720,11.780,-24.780,-1.099
-0.010,-0.347,0.746,17.029,-21.301,-2.075
-0.003,-0.362,0.764,17.090,-17.517,-3.967
-0.036,-0.360,0.794,13.367,-16.296,-4.639
-0.049,-0.351,0.807,11.658,-16.724,-3.357
-0.064,-0.315,0.806,12.695,-14.282,-0.427
-0.137,-0.268,1.037,14.282,-11.047,1.526
-0.169,-0.349,1.562,21.790,8.301,0.732
0.006,-0.398,1.184,36.011,63.660,0.793
-0.080,-0.390,1.157,28.198,71.777,0.854
-0.111,-0.346,1.103,12.512,53.711,0.488
-0.090,-0.336,1.011,5.981,35.706,-1.831
-0.063,-0.386,0.953,1.099,21.606,-2.441
-0.014,-0.449,0.944,-1.343,11.597,0.793
0.029,-0.451,0.926,-4.089,2.563,3.235
0.006,-0.417,0.909,-7.568,-6.714,3.662
-0.031,-0.380,0.918,-9.277,-12.634,1.465
-0.039,-0.345,0.940,-6.104,-11.658,0.549
-0.068,-0.344,0.939,-0.183,-6.104,-0.366
-0.048,-0.342,0.939,5.432,-1.526,-2.502
0.007,-0.393,0.945,10.742,2.502,-4.944
0.029,-0.411,0.934,12.695,2.930,-6.287
0.063,-0.412,0.946,10.620,-3.662,-6.958
0.071,-0.428,0.941,3.052,-10.559,-5.920
0.068,-0.386,0.939,-1.587,-15.076,-2.258
0.027,-0.318,0.917,-3.113,-14.221,0.000
0.006,-0.290,0.903,-1.892,-10.620,0.671
0.001,-0.284,0.904,-0.122,-5.859,-0.488
-0.006,-0.296,0.912,3.601,1.282,-1.038
0.001,-0.326,0.912,8.484,8.789,-1.648
0.035,-0.372,0.919,10.254,11.902,-2.380
0.061,-0.401,0.948,8.057,9.705,-2.258
-0.163,-0.301,2.748,50.110,-58.105,-2.625
-0.148,-0.349,3.129,39.673,-29.602,-9.216
-0.071,-0.523,3.310,30.640,-0.793,-13.245
-0.096,-0.687,3.541,20.996,22.278,-13.855
0.012,-0.889,3.635,12.573,40.710,-6.165
0.007,-1.020,3.735,4.761,58.350,4.944
0.090,-1.114,3.767,1.404,79.041,15.747
0.144,-1.264,3.777,-4.089,106.140,19.104
0.201,-1.430,3.748,-17.761,134.216,19.592
0.303,-1.549,3.780,-40.283,152.344,26.855
0.401,-1.632,3.796,-71.960,170.288,37.476
0.335,-1.639,3.522,-103.271,200.989,47.668
0.152,-1.648,2.937,-127.625,233.154,60.059
0.020,-1.661,2.320,-163.269,240.112,66.956
-0.056,-1.649,1.854,-211.487,220.947,65.491
-0.159,-1.594,1.433,-245.605,202.637,63.049
-0.250,-1.541,0.858,-250.305,202.942,63.599
-0.397,-1.525,0.290,-239.746,204.895,62.439
-0.552,-1.529,-0.149,-226.929,204.346,57.251
-0.533,-1.520,-0.649,-218.689,201.050,47.058
-0.410,-1.476,-1.170,-219.055,180.847,40.588
-0.384,-1.259,-1.564,-226.685,143.188,42.114
-0.420,-1.032,-1.894,-231.262,101.135,44.739
-0.451,-0.857,-2.094,-222.534,62.439,41.626
-0.458,-0.711,-2.158,-197.449,26.001,36.804
-0.465,-0.585,-2.058,-162.415,-8.179,33.997
-0.469,-0.416,-1.860,-129.333,-35.400,31.189
-0.466,-0.256,-1.651,-105.957,-56.152,29.053
-0.453,-0.109,-1.486,-96.069,-74.890,29.053
-0.425,0.022,-1.380,-97.412,-89.539,31.738
-0.428,0.153,-1.315,-101.074,-95.459,35.767
-0.468,0.305,-1.322,-95.703,-88.257,39.001
-0.524,0.477,-1.398,-78.735,-69.336,42.114
-0.629,0.676,-1.479,-55.969,-48.767,44.983
-0.722,0.956,-1.515,-30.640,-34.973,43.091
-0.812,1.195,-1.550,-4.944,-28.564,33.997
-0.832,1.277,-1.570,14.221,-29.358,19.592
-0.802,1.257,-1.587,24.902,-38.940,2.808
-0.739,1.099,-1.580,27.588,-54.199,-9.888
-0.629,0.805,-1.587,24.475,-71.838,-19.775
-0.505,0.481,-1.583,23.132,-88.501,-27.832
-0.414,0.171,-1.581,33.142,-98.938,-31.433
-0.362,-0.090,-1.528,56.824,-101.929,-29.236
-0.347,-0.192,-1.375,87.524,-106.140,-25.391
-0.343,-0.278,-1.114,114.990,-115.601,-23.987
-0.285,-0.441,-0.807,132.324,-126.709,-26.245
-0.195,-0.623,-0.474,145.508,-133.789,-26.672
-0.041,-0.873,-0.154,165.161,-126.404,-24.597
0.202,-1.237,0.119,189.636,-103.760,-20.203
0.344,-1.432,0.399,213.623,-72.998,-11.719
0.306,-1.439,0.697,235.413,-46.997,1.526
0.338,-1.460,1.027,246.887,-31.616,13.184
0.302,-1.213,1.338,243.103,-29.297,19.775
0.098,-0.821,1.601,231.445,-26.184,30.090
-0.062,-0.581,1.729,216.431,-16.724,34.607
-0.227,-0.450,1.817,198.242,-12.329,27.649
-0.359,-0.316,1.933,177.063,-24.902,16.113
-0.427,-0.365,2.056,149.780,-49.561,2.991
-0.346,-0.622,2.146,120.117,-69.641,-12.817
-0.170,-1.030,2.095,98.083,-72.571,-28.381
-0.010,-1.247,2.059,92.407,-64.758,-32.532
0.109,-1.183,2.057,92.896,-52.917,-27.039
0.092,-1.053,1.922,88.196,-29.541,-16.174
-0.051,-0.842,1.704,80.017,-3.418,-4.028
-0.362,-0.512,1.567,68.970,1.526,2.075
-0.290,-0.350,1.380,57.434,-0.854,-6.409
-0.187,-0.462,1.296,49.622,-20.691,-18.616
-0.073,-0.590,1.352,43.518,-32.410,-32.104
0.146,-0.754,1.532,52.185,-39.551,-33.875
0.098,-0.826,1.827,43.030,-104.980,-43.274
0.333,-0.896,2.209,26.855,-142.334,-21.240
0.338,-0.889,2.442,11.963,-129.639,-8.789
0.226,-0.676,2.666,-4.456,-94.849,-1.770
-0.709,-1.781,4.000,12.817,1.099,14.771
0.883,-1.386,3.159,133.545,445.984,44.556
0.613,-0.103,2.689,-130.615,429.077,25.696
-0.092,-0.234,1.225,-213.562,201.660,42.725
0.446,-0.041,1.308,-87.036,139.771,36.682
0.461,-0.054,1.142,-40.039,133.911,7.996
0.680,-0.422,0.864,-13.062,114.929,-17.395
0.633,-0.550,0.962,-11.780,65.063,-24.292
0.662,-0.440,0.931,-16.785,6.958,-9.460
0.455,-0.258,0.988,-9.521,-38.208,0.610
0.275,-0.160,0.970,2.563,-50.659,1.404
0.205,-0.215,0.975,17.578,-49.500,-7.935
0.259,-0.303,1.001,27.466,-41.626,-18.616
0.254,-0.362,0.980,35.522,-39.551,-25.330
0.200,-0.357,0.921,39.490,-37.903,-28.564
0.209,-0.378,0.868,35.950,-43.884,-27.527
0.203,-0.369,0.850,23.743,-54.443,-21.301
0.124,-0.344,0.847,11.169,-57.129,-13.733
0.071,-0.302,0.827,3.784,-53.040,-9.766
0.041,-0.289,0.839,0.061,-44.434,-6.287
0.033,-0.313,0.857,3.601,-24.170,-4.272
0.066,-0.284,0.808,10.742,-0.244,-3.784
0.057,-0.385,0.807,16.541,14.343,-4.944
0.112,-0.438,0.902,11.841,18.127,-4.333
0.138,-0.434,0.903,0.183,15.076,-4.578
0.110,-0.432,0.877,-8.179,7.446,-1.160
0.065,-0.380,0.910,-10.681,2.258,5.676
0.059,-0.327,0.945,-10.315,5.798,8.667
0.055,-0.339,0.947,-8.362,14.587,7.874
0.097,-0.364,0.949,-5.737,20.142,6.226
0.139,-0.385,0.963,-3.235,18.066,5.920
0.149,-0.385,0.965,0.183,12.634,6.653
0.182,-0.391,0.944,2.808,7.629,3.296
0.207,-0.412,0.909,2.930,1.648,-0.793
0.218,-0.417,0.886,1.038,-5.676,-1.892
0.200,-0.394,0.882,-1.526,-12.207,-1.221
0.181,-0.380,0.891,-2.808,-14.404,-1.526
0.198,-0.417,0.905,-3.601,-12.878,-2.380
0.203,-0.424,0.917,-3.723,-11.475,-3.540
0.189,-0.380,0.918,-2.686,-11.536,-4.944
0.141,-0.346,0.919,-1.526,-12.817,-5.493
0.123,-0.316,0.917,-0.549,-10.864,-5.249
0.116,-0.304,0.916,0.000,-7.568,-4.761
0.141,-0.340,0.896,-1.404,-5.127,-4.517
0.160,-0.354,0.896,-2.991,-4.822,-3.845
0.147,-0.332,0.913,-4.272,-6.714,-1.221
0.485,-1.089,2.102,65.857,-119.812,-1.953
0.404,-1.056,3.204,88.928,-117.981,18.860
0.562,-1.045,3.612,115.051,-61.646,23.926
0.617,-1.026,3.800,104.858,3.174,26.001
0.623,-1.042,3.953,62.805,26.184,31.006
0.296,-1.046,4.000,14.832,22.583,39.490
0.472,-0.947,4.000,-12.756,38.818,58.228
0.500,-1.230,4.000,-30.029,53.345,64.575
0.453,-1.499,4.000,-61.096,55.420,59.875
0.573,-1.784,4.000,-95.398,76.538,64.209
0.529,-2.034,3.932,-111.023,111.572,59.204
0.313,-2.266,3.521,-111.755,140.808,48.645
0.196,-2.268,3.271,-123.596,154.175,47.852
0.039,-2.237,2.630,-143.677,188.049,71.167
-0.297,-2.104,1.802,-180.054,210.999,87.646
-0.451,-1.959,0.961,-246.033,208.862,102.051
-0.698,-1.736,0.177,-314.575,190.369,112.915
-0.987,-1.507,-0.659,-342.896,196.777,117.310
-1.246,-1.337,-1.520,-318.542,223.999,112.915
-1.406,-1.173,-2.247,-265.259,240.051,98.083
-1.334,-1.032,-2.866,-222.473,217.163,78.613
-1.118,-0.994,-3.264,-213.135,150.635,65.430
-0.912,-0.820,-3.360,-220.642,63.660,65.247
-0.809,-0.577,-3.219,-218.567,-13.794,69.275
-0.791,-0.352,-3.035,-201.111,-67.871,72.205
-0.811,-0.190,-2.847,-182.007,-94.238,74.951
-0.886,0.065,-2.633,-156.860,-99.426,77.515
-0.978,0.335,-2.469,-116.882,-92.224,75.439
-1.014,0.603,-2.345,-74.219,-78.979,66.711
-1.063,0.836,-2.171,-41.809,-73.608,56.274
-1.058,0.968,-1.999,-23.621,-80.627,43.152
-0.973,0.992,-1.846,-20.447,-94.604,26.184
-0.881,0.921,-1.739,-19.897,-103.760,9.521
-0.762,0.700,-1.706,-12.573,-106.018,-3.113
-0.644,0.385,-1.657,1.343,-105.164,-12.451
-0.509,0.106,-1.588,26.062,-101.501,-17.883
-0.406,-0.120,-1.509,56.702,-98.328,-19.958
-0.346,-0.336,-1.415,77.698,-97.778,-18.127
-0.391,-0.388,-1.261,93.079,-101.685,-13.062
-0.499,-0.307,-1.040,115.601,-107.544,-8.484
-0.540,-0.229,-0.775,138.489,-116.821,-11.169
-0.452,-0.282,-0.488,148.437,-133.545,-20.996
-0.331,-0.474,-0.066,146.545,-164.368,-30.334
-0.079,-0.681,0.461,149.109,-180.542,-33.020
0.078,-0.905,0.937,165.222,-170.776,-30.396
0.132,-0.952,1.419,182.556,-160.828,-26.062
0.077,-0.898,1.863,183.899,-156.677,-20.081
-0.015,-0.835,2.147,167.480,-148.315,-13.550
-0.078,-0.790,2.313,144.104,-132.690,-8.545
-0.106,-0.723,2.487,121.094,-120.544,-2.441
-0.130,-0.587,2.670,107.178,-104.675,3.174
-0.222,-0.365,2.745,105.957,-74.097,7.019
-0.313,-0.245,2.653,113.403,-34.546,5.920
-0.409,-0.162,2.404,122.803,4.211,-0.488
-0.337,-0.228,2.190,121.826,31.006,-8.972
-0.284,-0.329,2.078,121.155,46.631,-19.043
-0.230,-0.342,2.029,119.385,48.035,-24.963
-0.130,-0.281,1.989,107.483,44.189,-28.198
-0.089,-0.340,1.809,93.445,50.720,-36.072
-0.084,-0.367,1.724,73.059,17.395,-37.720
-0.103,-0.398,1.921,48.767,-46.814,-16.541
-0.098,-0.334,2.111,29.419,-57.617,-12.268
-0.161,-0.227,2.171,29.785,-32.043,-24.231
-0.102,-0.225,2.032,49.500,18.677,-36.316
0.000,-0.285,1.805,75.684,65.735,-42.419
0.195,-0.370,1.602,88.806,83.496,-49.133
0.254,-0.515,1.518,78.430,70.496,-55.725
0.309,-0.501,1.814,56.213,58.838,-54.871
0.519,-0.664,1.356,23.682,62.012,-53.223
0.364,-0.599,1.633,15.137,-1.465,-26.245
0.379,-0.586,1.692,20.386,-29.480,-12.573
0.446,-0.688,3.952,34.180,6.165,-7.385
0.761,-0.784,1.538,85.815,167.603,-1.099
0.640,-0.453,1.374,36.499,197.083,17.944
0.268,-0.405,1.084,-23.315,102.539,11.230
0.433,-0.292,1.001,-17.761,39.917,6.042
0.338,-0.292,0.997,-8.362,23.682,3.052
0.280,-0.309,0.933,-7.019,20.264,3.113
0.259,-0.278,0.914,2.808,14.709,0.427
0.220,-0.245,0.987,8.667,6.714,-0.793
0.181,-0.252,0.964,6.958,2.686,-3.601
0.171,-0.301,0.941,5.371,-5.066,-5.188
0.184,-0.337,0.945,6.653,-12.024,-4.822
0.218,-0.340,0.947,8.850,-15.198,-5.005
0.201,-0.408,0.911,7.507,-15.259,-5.493
0.183,-0.423,0.876,5.676,-20.325,-7.019
0.148,-0.400,0.879,2.747,-25.513,-6.165
0.096,-0.357,0.864,1.160,-23.499,-3.052
0.042,-0.326,0.862,1.953,-18.250,-2.197
0.031,-0.323,0.881,1.465,-11.597,-2.502
0.038,-0.331,0.901,-0.244,-6.348,-2.014
0.041,-0.320,0.905,-0.549,-1.465,-0.183
0.048,-0.347,0.877,0.000,4.395,1.221
0.081,-0.385,0.858,-0.610,10.010,0.732
0.118,-0.417,0.862,-3.052,12.573,1.404
0.125,-0.417,0.873,-5.981,12.878,3.235
0.107,-0.401,0.913,-7.080,13.916,3.967
0.087,-0.365,0.942,-5.737,17.029,2.869
0.064,-0.318,0.957,-3.296,20.203,1.038
0.075,-0.301,0.972,-2.686,22.400,0.244
0.101,-0.303,0.980,-2.747,23.499,0.427
0.132,-0.332,0.962,-2.625,22.278,2.197
0.162,-0.351,0.944,-1.953,17.639,3.235
0.193,-0.370,0.942,-0.671,12.146,2.869
0.205,-0.381,0.938,0.977,7.629,1.648
0.211,-0.382,0.930,2.808,1.465,0.122
0.210,-0.370,0.940,3.906,-5.676,-1.892
0.203,-0.358,0.931,5.859,-10.071,-3.906
0.195,-0.356,0.922,8.118,-10.437,-4.578
0.174,-0.353,0.902,9.277,-10.132,-4.883
0.169,-0.358,0.888,8.667,-12.085,-4.822
0.167,-0.375,0.887,7.141,-14.160,-4.150
0.168,-0.379,0.899,5.737,-15.320,-2.808
0.139,-0.358,0.912,2.808,-18.005,-0.610
0.120,-0.340,0.917,-0.244,-21.362,0.671
0.100,-0.326,0.914,-0.793,-20.203,0.793
0.091,-0.332,0.902,0.488,-14.526,0.427
0.087,-0.332,0.904,2.136,-8.362,0.000
0.100,-0.349,0.905,3.296,-2.380,0.122
0.464,-0.911,2.527,26.428,-136.658,3.784
0.372,-0.925,3.659,43.335,-148.071,19.104
0.392,-0.656,4.000,41.992,-73.303,23.865
0.300,-0.476,4.000,21.606,27.527,28.564
0.191,-0.516,4.000,4.395,84.412,26.428
0.235,-0.566,4.000,-17.517,94.299,16.296
0.278,-0.705,4.000,-45.959,86.853,8.545
0.327,-0.952,3.940,-74.158,85.754,6.592
0.367,-1.185,3.785,-99.121,92.834,2.502
0.418,-1.438,3.585,-115.845,106.018,0.366
0.468,-1.682,3.403,-129.089,118.896,1.770
0.440,-1.902,3.174,-139.404,132.507,4.517
0.380,-2.144,2.906,-144.592,152.771,10.376
0.260,-2.347,2.598,-148.071,179.321,24.597
0.064,-2.303,2.190,-150.391,205.444,43.274
-0.152,-2.198,1.704,-156.250,224.854,63.660
-0.364,-2.054,1.193,-169.312,229.736,82.642
-0.533,-1.867,0.526,-183.411,224.609,96.191
-0.705,-1.651,-0.111,-196.533,223.206,105.164
-0.813,-1.447,-0.667,-205.078,215.515,109.192
-0.804,-1.274,-1.063,-207.642,182.861,108.948
-0.816,-1.113,-1.219,-206.238,138.000,104.248
-0.768,-0.942,-1.296,-192.627,111.084,97.473
-0.749,-0.734,-1.432,-164.368,104.431,91.675
-0.783,-0.518,-1.640,-145.874,95.642,89.966
-0.843,-0.321,-1.857,-157.288,65.063,91.003
-0.912,-0.168,-2.051,-192.261,13.123,91.309
-0.985,-0.004,-2.233,-225.891,-36.499,87.830
-1.015,0.164,-2.451,-229.309,-61.768,79.956
-1.040,0.358,-2.631,-195.068,-61.523,66.833
-1.050,0.554,-2.761,-137.939,-49.255,51.636
-1.044,0.706,-2.836,-86.426,-45.532,38.635
-1.008,0.820,-2.862,-59.753,-58.228,29.541
-0.934,0.848,-2.878,-52.185,-76.843,21.912
-0.842,0.778,-2.856,-43.213,-90.271,13.245
-0.728,0.704,-2.762,-22.949,-96.802,7.385
-0.703,0.675,-2.642,4.456,-95.276,5.798
-0.719,0.591,-2.545,32.471,-91.614,3.784
-0.698,0.421,-2.409,54.871,-97.351,-2.197
-0.661,0.228,-2.219,71.411,-112.122,-10.376
-0.602,0.033,-2.035,87.769,-128.113,-18.188
-0.567,-0.140,-1.848,104.736,-141.846,-21.790
-0.521,-0.371,-1.628,119.934,-154.846,-22.705
-0.476,-0.657,-1.365,129.089,-170.898,-21.484
-0.454,-0.888,-0.996,131.226,-193.115,-16.479
-0.365,-1.024,-0.575,135.437,-213.623,-12.695
-0.369,-1.096,-0.115,150.452,-219.788,-6.592
-0.373,-1.173,0.289,172.241,-209.106,-0.427
-0.313,-1.253,0.632,190.247,-192.444,1.892
-0.286,-1.322,1.081,204.285,-182.556,6.104
-0.253,-1.359,1.673,214.478,-182.007,16.663
-0.263,-1.343,2.348,216.492,-180.542,27.649
-0.151,-1.270,2.954,208.923,-162.170,37.231
-0.184,-1.059,3.427,196.472,-129.761,46.387
-0.273,-0.816,3.655,185.791,-88.928,52.856
-0.327,-0.661,3.718,177.917,-40.955,51.697
-0.427,-0.509,3.805,165.100,-5.676,41.992
-0.450,-0.321,3.797,139.893,3.845,31.616
-0.427,-0.260,3.673,106.384,0.610,20.508
-0.352,-0.233,3.518,82.336,3.601,8.484
-0.277,-0.200,3.380,80.811,15.747,-2.380
-0.273,-0.178,3.283,88.989,20.508,-11.230
-0.295,-0.157,3.202,87.036,12.512,-17.334
-0.279,-0.228,3.113,72.998,2.319,-25.635
-0.168,-0.326,2.901,57.617,-5.676,-35.522
-0.181,-0.657,2.317,61.951,-47.241,-47.180
0.365,-0.576,2.672,57.251,-65.857,-35.645
-0.294,-0.468,3.101,-59.326,-105.103,-21.790
0.084,-0.578,3.053,-73.547,-67.871,-13.306
0.166,-0.539,2.928,-18.738,-10.315,-3.601
0.197,-0.602,3.097,-1.099,4.211,-6.348
0.356,-0.647,3.276,-1.404,23.743,1.526
0.207,-0.542,3.320,-7.019,42.542,16.541
0.183,-0.375,3.157,-19.592,74.524,26.123
0.055,-0.260,2.919,-41.809,87.097,35.828
0.060,-0.087,2.867,-58.228,72.144,39.307
0.057,-0.140,2.992,-80.811,68.420,28.992
0.157,-0.310,2.998,-101.440,77.271,13.550
0.286,-0.540,2.992,-107.361,90.576,3.479
0.390,-0.818,3.025,-116.272,97.412,2.380
0.378,-1.030,2.935,-121.765,103.577,5.249
0.302,-1.083,2.722,-114.746,118.225,13.123
0.180,-0.972,2.378,-111.084,142.273,25.757
0.048,-0.879,1.997,-117.249,161.499,37.659
0.012,-0.865,1.719,-130.920,167.053,40.833
0.014,-0.936,1.527,-142.395,161.499,36.377
0.015,-1.011,1.345,-145.813,159.180,30.884
0.023,-1.061,1.108,-136.658,171.875,27.283
-0.015,-1.045,0.826,-112.976,200.928,25.940
-0.117,-0.908,0.487,-83.252,228.394,28.259
-0.191,-0.724,0.117,-73.425,230.286,34.180
-0.222,-0.550,-0.233,-92.102,204.651,40.833
-0.246,-0.390,-0.483,-128.845,159.058,44.922
-0.288,-0.294,-0.618,-156.494,113.037,46.570
-0.288,-0.274,-0.691,-158.203,81.543,48.157
-0.293,-0.221,-0.727,-138.550,66.833,50.171
-0.375,-0.094,-0.785,-110.657,66.956,52.185
-0.481,0.030,-0.923,-88.318,73.730,54.260
-0.547,0.110,-1.132,-85.815,70.068,51.758
-0.560,0.171,-1.330,-106.018,45.288,48.584
-0.606,0.250,-1.487,-135.193,9.644,48.218
-0.645,0.283,-1.675,-149.414,-10.620,47.241
-0.651,0.236,-1.919,-134.399,-6.714,41.870
-0.686,0.233,-2.168,-94.727,12.939,36.560
-0.765,0.312,-2.404,-46.875,32.959,34.790
-0.844,0.409,-2.605,-13.062,33.264,31.555
-0.868,0.495,-2.693,0.244,5.615,23.865
-0.883,0.527,-2.654,2.808,-39.734,14.343
-0.880,0.425,-2.507,9.827,-81.482,4.089
-0.819,0.273,-2.297,28.564,-108.032,-4.822
-0.794,0.165,-2.089,53.772,-121.094,-10.010
-0.795,0.059,-1.913,77.454,-126.282,-14.404
-0.787,-0.029,-1.701,96.741,-132.935,-18.433
-0.740,-0.174,-1.443,112.488,-144.348,-20.996
-0.640,-0.373,-1.106,124.390,-156.311,-23.926
-0.607,-0.473,-0.736,131.409,-167.969,-23.010
-0.504,-0.528,-0.418,135.620,-171.509,-18.250
-0.460,-0.654,-0.187,142.090,-157.837,-11.902
-0.420,-0.735,0.037,148.376,-142.456,-9.155
0.197,-1.466,1.918,188.538,-149.414,-17.212
0.190,-1.413,2.245,186.890,-128.906,-7.141
0.107,-1.252,2.553,181.641,-112.000,7.874
0.019,-1.015,2.890,171.265,-111.816,19.226
-0.063,-0.713,3.274,157.654,-114.990,24.536
-0.199,-0.446,3.645,147.339,-108.337,25.208
-0.214,-0.237,3.862,141.174,-92.529,19.348
-0.089,-0.121,3.867,136.047,-64.453,11.963
-0.624,-0.159,3.976,131.042,-24.963,-3.723
0.095,0.020,4.000,123.901,-16.785,-19.836
-0.183,-0.118,4.000,120.178,-27.710,11.536
-0.211,-0.092,4.000,88.562,-15.198,11.475
-0.066,-0.157,4.000,60.364,13.672,-7.324
0.479,-0.621,3.859,126.831,90.210,-21.118
0.588,-0.344,3.131,92.957,162.048,-14.160
0.050,-0.079,3.779,-43.274,30.762,-10.376
0.252,-0.228,4.000,-74.280,-51.819,-16.357
0.416,-0.424,3.899,-65.308,-47.668,-11.414
0.297,-0.466,3.881,-85.571,-23.804,-3.845
0.322,-0.540,3.722,-94.238,6.470,-3.357
0.337,-0.602,3.478,-94.543,20.813,-0.610
0.283,-0.666,3.290,-114.380,27.527,3.296
0.237,-0.758,3.048,-132.141,37.109,4.761
0.253,-0.809,2.800,-135.071,48.523,5.798
0.221,-0.876,2.589,-133.911,65.125,6.042
0.217,-0.954,2.405,-132.019,82.275,3.784
0.194,-0.985,2.183,-130.005,98.694,3.967
0.108,-0.928,1.907,-128.784,115.906,8.240
0.062,-0.925,1.546,-127.014,134.949,12.146
0.071,-0.956,1.167,-130.310,142.517,12.146
0.064,-0.955,0.925,-144.775,124.573,13.306
0.057,-0.929,0.765,-166.016,92.102,14.648
0.068,-0.932,0.646,-182.007,62.622,11.841
0.083,-0.952,0.577,-186.035,44.861,8.301
0.040,-0.907,0.482,-175.110,44.128,7.019
-0.040,-0.801,0.339,-151.794,61.768,9.094
-0.126,-0.670,0.149,-125.793,87.585,13.000
-0.192,-0.623,-0.117,-108.521,107.788,17.944
-0.236,-0.573,-0.414,-108.154,112.427,25.208
-0.298,-0.470,-0.642,-115.173,104.980,33.142
-0.380,-0.341,-0.822,-112.549,98.267,36.133
-0.484,-0.165,-1.054,-92.102,103.027,34.546
-0.559,0.025,-1.301,-62.439,119.019,31.189
-0.651,0.250,-1.526,-36.804,129.395,26.917
-0.675,0.455,-1.708,-32.410,110.962,25.208
-0.661,0.584,-1.794,-60.730,58.411,24.597
-0.692,0.664,-1.747,-99.548,-0.244,22.095
-0.718,0.698,-1.719,-112.305,-33.203,17.212
-0.724,0.615,-1.782,-91.492,-30.273,8.118
-0.685,0.448,-1.926,-50.781,-2.808,-5.310
-0.597,0.274,-2.074,-7.080,26.001,-19.531
-0.526,0.135,-2.205,25.696,42.358,-28.992
-0.482,0.070,-2.322,42.664,44.800,-32.471
-0.453,0.021,-2.444,50.659,41.260,-32.227
-0.418,-0.024,-2.519,58.167,32.593,-29.663
-0.418,-0.066,-2.485,69.946,15.442,-26.489
-0.436,-0.104,-2.333,88.257,-8.301,-25.452
-0.503,-0.160,-2.040,112.610,-33.325,-26.672
-0.534,-0.294,-1.697,138.123,-55.664,-31.860
-0.490,-0.447,-1.296,154.114,-80.261,-40.466
-0.425,-0.598,-0.945,160.034,-105.164,-48.950
-0.359,-0.798,-0.594,163.208,-123.047,-52.490
-0.286,-0.963,-0.201,170.532,-136.719,-51.941
-0.256,-1.070,0.243,181.091,-151.123,-51.086
-0.205,-1.202,0.663,190.002,-161.011,-49.988
-0.082,-1.334,1.016,192.566,-159.302,-46.143
-0.003,-1.375,1.414,190.308,-158.020,-35.522
0.032,-1.293,1.928,183.105,-176.270,-20.386
0.047,-1.183,2.549,172.791,-196.350,-7.385
0.030,-1.039,3.219,161.682,-202.026,4.944
-0.006,-0.824,3.911,145.874,-197.876,18.738
-0.165,-0.547,4.000,122.803,-187.927,25.940
-0.234,-0.327,4.000,103.455,-158.386,21.118
-0.253,-0.080,4.000,97.839,-99.182,10.376
-0.094,0.032,4.000,102.478,-31.616,-3.052
-0.016,-0.033,4.000,91.797,-2.991,-23.071
-0.307,0.196,4.000,49.255,-41.382,-39.001
-0.048,0.088,3.995,28.015,-24.597,-16.113
-0.110,0.013,3.842,14.893,-20.325,-30.884
-0.010,-0.120,3.772,8.362,-18.311,-36.499
0.108,-0.240,3.738,7.141,-16.235,-32.898
-0.092,-0.256,3.842,-1.709,-27.222,-23.010
0.195,-0.299,3.965,-12.634,-15.991,-6.104
0.138,-0.345,4.000,-27.161,0.366,-10.376
0.263,-0.508,4.000,-46.753,17.090,-14.099
0.241,-0.616,4.000,-62.317,39.490,-11.658
0.330,-0.602,3.992,-78.308,72.571,-4.944
0.265,-0.572,3.690,-94.238,94.116,4.089
0.253,-0.590,3.348,-108.643,110.779,9.521
0.213,-0.654,2.981,-120.239,117.249,6.226
0.231,-0.752,2.656,-133.606,108.826,4.700
0.250,-0.866,2.393,-147.888,98.328,4.333
0.252,-0.980,2.152,-155.334,90.027,4.639
0.262,-1.083,1.907,-152.405,88.867,6.409
0.277,-1.160,1.649,-142.456,98.145,5.615
0.233,-1.198,1.432,-128.540,106.995,4.761
0.200,-1.225,1.194,-113.342,115.967,1.709
0.168,-1.285,0.907,-99.792,133.362,-1.587
0.131,-1.332,0.606,-85.022,158.142,0.244
0.112,-1.264,0.317,-66.711,179.199,7.507
0.051,-1.156,0.043,-53.040,192.139,20.569
-0.044,-1.066,-0.240,-55.603,196.167,36.011
-0.147,-0.911,-0.500,-70.313,186.951,50.720
-0.259,-0.695,-0.709,-84.717,164.978,65.125
-0.350,-0.473,-0.914,-100.586,137.756,76.233
-0.414,-0.295,-1.116,-118.896,110.291,84.412
-0.489,-0.109,-1.265,-131.226,82.275,88.501
-0.571,0.079,-1.377,-128.662,58.838,87.036
-0.643,0.257,-1.440,-112.183,46.875,78.308
-0.696,0.377,-1.476,-90.454,44.373,62.927
