aX,aY,aZ,gX,gY,gZ
0.115,-0.691,0.608,-8.118,16.724,19.287
0.117,-0.702,0.610,-3.174,23.987,20.142
0.095,-0.685,0.673,4.333,32.166,21.240
0.061,-0.649,0.600,11.841,40.771,22.827
0.084,-0.625,0.608,14.771,36.621,22.888
0.080,-0.581,0.654,18.372,27.405,22.400
0.101,-0.529,0.703,24.353,25.696,22.095
0.220,-0.625,0.825,22.644,35.278,21.667
0.268,-0.724,0.880,-2.991,52.490,29.236
0.223,-0.844,0.827,-42.480,59.753,39.246
0.235,-1.003,0.571,-71.716,41.260,42.542
0.199,-1.067,0.350,-78.735,4.395,30.640
0.273,-1.035,0.667,-63.049,-12.756,10.315
0.511,-1.019,0.799,-19.836,-2.136,-6.165
0.406,-0.926,0.653,10.620,11.475,-16.418
0.318,-0.789,0.632,5.981,14.771,-15.320
0.215,-0.752,0.598,2.197,6.897,-7.202
0.183,-0.728,0.616,-2.319,-3.235,-1.587
0.167,-0.721,0.574,-14.709,-14.038,-1.526
0.120,-0.651,0.519,-27.222,-26.550,-3.479
-0.079,-0.617,1.083,-28.015,-35.950,-7.019
0.145,-0.624,0.542,-21.973,-30.212,-17.822
0.240,-0.621,0.630,-39.490,-33.203,-29.785
0.246,-0.702,0.825,-81.177,-45.349,-35.156
0.243,-0.743,0.908,-103.577,-54.321,-36.255
0.320,-0.822,0.822,-114.075,-70.862,-29.602
0.453,-0.832,0.822,-132.141,-96.924,-18.616
0.422,-0.790,0.839,-161.133,-133.179,-3.113
0.336,-0.652,0.861,-186.035,-173.340,16.602
-0.081,-0.434,0.822,-184.021,-184.937,33.325
-0.003,-0.455,0.890,-127.930,-95.825,32.043
-0.021,-0.282,0.878,-95.154,-38.818,23.254
0.027,-0.267,0.852,-74.341,1.953,22.949
-0.034,-0.335,0.907,-72.266,37.415,14.343
-0.124,-0.366,0.939,-67.383,64.331,3.174
-0.134,-0.375,0.866,-62.988,78.186,-3.357
-0.097,-0.356,0.705,-62.073,76.904,-11.597
-0.120,-0.297,0.741,-58.899,56.580,-24.597
-0.144,-0.234,0.751,-47.302,38.818,-33.508
-0.081,-0.297,0.755,-34.668,28.564,-40.100
-0.110,-0.350,0.804,-28.564,10.925,-44.373
-0.010,-0.396,0.835,-26.001,-4.761,-51.880
0.060,-0.460,0.842,-23.743,-17.151,-56.458
0.147,-0.536,0.886,-21.484,-25.635,-57.678
0.233,-0.659,0.895,-23.621,-33.325,-51.453
0.180,-0.643,0.915,-36.560,-52.002,-41.565
0.243,-0.659,1.040,-46.692,-55.298,-25.208
0.187,-0.634,1.090,-49.561,-56.702,-16.724
0.128,-0.606,1.134,-45.349,-43.823,-7.141
0.071,-0.569,1.194,-37.354,-28.381,2.441
0.006,-0.591,1.297,-28.625,-16.846,9.216
0.117,-0.665,1.486,-19.287,-8.362,10.620
0.150,-0.609,1.724,-15.076,-9.338,2.991
0.234,-0.658,1.986,-10.803,-11.902,-0.305
0.356,-0.766,2.286,-8.728,-10.620,-0.122
0.463,-0.869,2.562,-12.756,-6.348,3.174
0.510,-0.945,2.789,-26.001,-0.061,13.428
0.562,-1.036,2.984,-45.105,8.667,28.442
0.544,-1.035,3.108,-66.040,17.517,38.025
0.512,-0.980,3.184,-88.135,23.132,33.081
0.540,-1.000,3.157,-108.154,37.170,33.203
0.556,-1.003,3.091,-125.916,55.786,41.870
0.522,-0.963,3.003,-137.756,74.097,53.345
0.463,-0.914,2.865,-143.555,95.276,66.711
0.405,-0.855,2.711,-146.545,120.178,79.346
0.347,-0.802,2.548,-148.560,145.203,88.989
0.287,-0.773,2.365,-151.672,174.377,96.252
0.200,-0.859,2.127,-154.480,205.688,106.628
0.074,-0.783,1.852,-161.377,224.854,104.431
-0.020,-0.733,1.461,-170.471,226.379,77.576
-0.073,-0.781,1.081,-184.326,221.741,58.838
-0.111,-0.809,0.712,-197.937,211.487,60.120
-0.245,-0.820,0.379,-201.355,204.285,69.641
-0.436,-0.839,0.046,-192.078,207.520,78.186
-0.633,-0.877,-0.273,-179.321,209.229,85.266
-0.846,-0.906,-0.666,-177.734,196.045,87.158
-0.887,-0.860,-1.158,-193.909,163.391,80.139
-1.101,-0.681,-1.647,-203.186,120.300,74.219
-1.051,-0.532,-2.110,-180.237,106.384,81.238
-1.436,-0.180,-2.692,-136.597,108.032,82.886
-1.724,0.041,-3.256,-74.463,119.568,80.017
-1.975,0.193,-3.732,-9.521,117.188,65.674
-2.012,0.242,-3.997,32.104,76.965,41.931
-1.977,0.227,-4.000,33.813,-11.353,14.954
-1.835,0.034,-3.555,12.939,-223.450,-17.334
-1.674,-0.067,-2.994,60.425,-264.404,-23.437
-1.547,-0.215,-2.379,134.155,-260.498,-41.504
-1.358,-0.323,-1.763,202.454,-251.282,-62.805
-1.169,-0.435,-1.103,240.723,-259.277,-76.233
-0.943,-0.549,-0.448,254.395,-277.466,-79.224
-0.696,-0.662,0.243,256.470,-294.189,-69.824
-0.622,-0.697,1.190,270.020,-300.903,-55.359
-0.266,-0.931,1.765,301.636,-234.558,-56.396
-0.147,-1.209,2.231,302.979,-215.149,-79.163
0.306,-1.551,2.706,287.903,-224.670,-91.431
0.493,-1.614,3.241,265.198,-202.026,-81.421
0.770,-1.656,3.443,245.789,-156.433,-36.560
0.632,-1.392,3.509,214.966,-90.332,-7.019
0.874,-1.355,3.136,176.514,-12.451,-1.160
0.400,-1.137,2.826,122.070,9.888,-6.409
0.206,-0.937,2.485,78.979,24.292,-0.916
0.133,-0.801,2.131,53.223,41.687,9.521
0.093,-0.765,1.934,44.861,51.025,21.301
0.221,-0.773,1.893,54.749,50.598,29.785
0.092,-0.784,2.153,63.965,38.940,31.311
0.523,-0.777,1.747,65.308,34.912,33.264
0.295,-0.803,1.781,35.583,-43.030,35.217
0.299,-0.745,1.733,17.883,-75.195,43.945
0.099,-0.688,2.085,-5.798,-92.102,35.400
0.024,-0.552,1.865,0.671,-63.782,27.832
0.175,-0.455,1.680,24.292,-1.099,29.602
0.269,-0.441,1.440,25.879,38.086,27.466
0.092,-0.415,1.438,2.380,13.794,18.860
-0.004,-0.348,1.420,-17.334,-25.452,20.691
0.047,-0.331,1.413,-18.250,-27.832,25.757
-0.011,-0.346,1.519,-15.442,-26.123,18.555
0.077,-0.358,1.411,-8.179,-6.653,10.498
0.088,-0.335,1.310,-4.272,13.550,5.615
0.153,-0.368,1.191,-5.249,27.954,6.836
0.218,-0.399,1.085,-12.207,25.940,8.179
0.229,-0.396,1.035,-23.254,10.559,8.484
0.201,-0.391,0.990,-33.875,-3.296,8.911
0.175,-0.392,0.942,-36.621,-10.132,9.216
0.197,-0.413,0.911,-31.494,-10.803,10.071
0.189,-0.435,0.881,-24.658,-12.634,9.766
0.144,-0.469,0.841,-17.883,-14.954,9.521
0.190,-0.461,0.853,-10.803,-19.165,8.606
0.171,-0.456,0.878,-0.366,-20.691,8.850
0.172,-0.468,0.871,6.836,-17.273,7.874
0.176,-0.456,0.859,6.042,-15.503,5.310
0.185,-0.445,0.862,-0.427,-21.118,2.075
0.206,-0.488,0.863,-5.493,-26.245,0.488
0.141,-0.398,0.956,-6.958,-26.184,-2.136
0.187,-0.333,0.884,-0.061,-26.672,-1.831
0.006,-0.328,1.064,2.380,-29.907,-4.272
0.067,-0.360,0.974,3.296,-22.827,-3.479
0.119,-0.273,1.076,-11.047,-25.085,-6.042
0.005,-0.328,1.067,-21.545,-25.574,-7.996
0.095,-0.326,1.008,-21.240,-20.447,-4.211
0.049,-0.252,1.042,-20.142,-19.470,1.648
0.041,-0.269,1.014,-16.968,-15.808,7.263
0.057,-0.309,0.998,-16.479,-7.202,5.676
0.095,-0.358,0.953,-17.029,-1.709,-0.610
0.036,-0.298,0.942,-16.846,-3.052,-5.981
0.017,-0.315,0.906,-10.925,-1.831,-4.211
0.001,-0.324,0.898,-6.042,-0.488,-4.456
0.020,-0.348,0.880,-4.028,-2.380,-9.277
0.050,-0.347,0.873,-5.432,-6.653,-14.038
0.028,-0.340,0.857,-9.644,-11.108,-14.771
0.048,-0.377,0.857,-12.207,-12.817,-8.545
0.071,-0.381,0.876,-13.977,-14.343,-3.357
0.062,-0.367,0.889,-13.000,-13.428,0.000
0.030,-0.357,0.890,-12.207,-8.484,0.977
0.019,-0.376,0.873,-12.573,-4.211,-0.366
0.013,-0.370,0.861,-14.648,-8.362,-2.625
0.015,-0.354,0.877,-16.174,-15.564,-3.418
0.011,-0.349,0.895,-13.672,-17.029,-2.502
0.010,-0.332,0.923,-8.484,-13.855,-2.625
0.033,-0.313,0.917,-1.892,-8.606,-3.601
0.047,-0.301,0.932,4.456,-2.930,-4.089
0.040,-0.311,0.955,7.263,-1.953,-4.150
0.051,-0.336,0.965,4.395,-3.174,-4.028
0.077,-0.359,0.960,-1.404,-3.906,-3.784
0.085,-0.378,0.968,-4.578,-5.554,-4.089
0.094,-0.388,0.967,-4.700,-5.188,-3.296
0.092,-0.381,0.960,-3.418,-2.075,-2.380
0.043,-0.348,0.933,-0.305,-0.610,-2.014
0.021,-0.306,0.932,3.357,-2.014,-2.197
0.004,-0.277,0.939,4.517,1.587,-2.808
0.004,-0.255,0.928,3.845,3.662,-3.418
-0.007,-0.250,0.913,0.977,2.136,-5.127
-0.001,-0.241,0.897,-1.526,-0.732,-7.324
0.011,-0.261,0.910,-2.686,-5.127,-7.141
0.025,-0.306,0.957,-3.601,-9.094,-6.531
0.069,-0.356,0.976,-3.662,-10.376,-5.615
0.067,-0.364,0.994,-3.052,-10.681,-5.066
0.090,-0.346,0.978,0.671,-9.766,-4.700
0.024,-0.387,0.998,4.700,-7.446,-3.418
0.063,-0.353,0.975,4.883,-3.906,-1.099
0.048,-0.341,0.965,2.625,-3.052,1.465
0.031,-0.335,0.958,0.305,-4.150,3.052
0.019,-0.322,0.946,-0.549,-5.615,1.892
0.031,-0.298,0.919,1.221,-7.446,-0.305
-0.031,-0.324,0.948,3.540,-10.071,-2.686
-0.019,-0.297,0.956,6.775,-10.071,-4.028
-0.023,-0.270,1.002,8.789,-9.033,-4.272
-0.054,-0.271,1.010,11.475,-5.005,-4.211
-0.036,-0.274,1.006,13.062,-1.404,-4.395
-0.010,-0.293,1.017,9.094,-2.502,-4.211
0.010,-0.312,1.034,6.592,-3.906,-4.456
0.033,-0.340,1.056,8.362,-1.770,-4.883
0.062,-0.373,1.071,12.573,1.160,-5.432
0.080,-0.366,1.080,17.883,1.099,-8.057
0.102,-0.399,1.159,27.466,-0.916,-10.437
0.145,-0.427,1.350,42.236,-2.991,-11.841
0.216,-0.499,1.654,66.772,1.648,-8.545
0.269,-0.571,2.067,98.999,14.038,-2.502
0.377,-0.632,2.584,117.188,21.973,-1.099
0.503,-0.663,3.070,87.158,10.986,-5.371
0.491,-0.677,3.476,17.151,-6.348,-5.188
0.444,-0.657,3.604,-51.697,-16.357,6.592
0.322,-0.729,3.645,-98.511,-19.958,22.644
0.224,-0.746,3.609,-121.948,-17.456,32.166
0.097,-0.865,3.274,-106.995,65.552,27.344
0.165,-1.029,2.741,-100.769,137.390,13.184
0.228,-1.064,2.176,-132.568,166.687,4.700
0.184,-0.996,1.463,-193.909,153.015,9.583
0.088,-0.913,0.709,-256.775,131.653,23.254
-0.149,-0.723,-0.080,-278.442,123.840,37.598
-0.481,-0.492,-0.838,-249.451,130.798,46.387
-0.779,-0.264,-1.513,-195.618,139.343,45.288
-1.047,-0.062,-2.020,-138.367,132.019,33.081
-1.146,0.031,-2.247,-92.285,97.778,14.038
-1.044,0.036,-2.134,-67.139,30.334,-8.362
-0.785,-0.198,-1.757,-60.791,-42.114,-30.640
-0.471,-0.475,-1.377,-68.237,-94.055,-41.382
-0.286,-0.613,-1.043,-85.388,-121.033,-32.227
-0.254,-0.560,-0.841,-93.750,-120.972,-10.864
-0.380,-0.398,-0.801,-87.646,-102.600,8.423
-0.463,-0.344,-0.852,-75.928,-77.393,18.494
-0.418,-0.240,-0.624,-65.247,-63.843,16.479
-0.172,-0.234,-0.981,-58.777,-72.327,13.306
-0.430,-0.200,-0.769,-69.885,-88.257,8.179
-0.010,-0.373,-1.125,-68.298,-44.006,3.296
-0.049,-0.584,-1.361,-68.054,-42.114,1.038
-0.000,-0.852,-1.611,-59.387,-98.450,12.390
0.038,-1.026,-1.672,-46.204,-144.165,22.888
0.181,-0.957,-1.765,-25.146,-166.626,36.255
0.032,-0.812,-1.729,13.977,-163.696,51.575
-0.230,-0.566,-1.295,70.313,-156.006,63.965
-0.347,-0.417,-0.613,122.742,-166.687,63.843
-0.251,-0.365,0.043,151.794,-188.354,53.223
-0.553,-0.170,1.087,154.053,-223.694,44.739
-0.562,-0.021,1.987,155.273,-223.450,39.001
-0.503,0.019,2.636,164.429,-180.298,27.161
-0.580,0.009,3.157,177.185,-109.314,17.334
-0.710,0.108,3.718,183.044,-44.739,16.113
-0.636,0.363,3.659,162.048,2.136,5.737
-0.575,0.284,4.000,112.854,64.392,-30.640
-0.249,0.165,3.843,88.379,103.821,-26.917
-0.303,0.193,3.446,90.637,66.650,19.836
-0.442,0.219,3.137,50.415,59.875,9.521
-0.035,0.146,2.665,28.748,101.624,-7.080
-0.153,-0.143,2.124,20.508,104.614,-17.456
-0.068,-0.310,1.749,29.175,111.450,-31.616
0.136,-0.506,1.693,47.913,114.319,-50.049
0.142,-0.424,1.940,48.462,77.942,-42.297
0.134,-0.404,1.839,27.893,45.837,-31.128
0.036,-0.215,1.565,-0.122,38.513,-10.864
-0.124,-0.036,1.343,-6.714,28.015,4.883
-0.187,-0.001,1.262,0.183,12.146,7.996
-0.176,-0.046,1.188,15.381,6.470,-0.732
-0.092,-0.117,1.106,31.372,7.568,-5.005
-0.035,-0.206,1.088,40.955,7.629,-4.089
-0.004,-0.255,1.185,39.917,3.784,0.000
0.020,-0.303,1.074,31.189,-2.258,2.747
0.029,-0.316,1.059,7.874,-8.240,-0.061
0.003,-0.256,1.000,-9.583,-7.935,3.235
-0.065,-0.173,0.938,-11.353,1.770,10.193
-0.130,-0.080,0.882,-4.944,14.832,12.573
-0.156,-0.063,0.772,2.075,24.597,7.751
-0.150,-0.110,0.672,4.700,23.926,-0.549
-0.098,-0.178,0.635,1.465,10.925,-6.775
-0.060,-0.231,0.646,-3.967,-6.226,-10.071
-0.029,-0.291,0.659,-8.728,-19.531,-11.353
-0.013,-0.350,0.691,-9.094,-27.466,-10.498
-0.014,-0.375,0.767,-2.502,-27.954,-7.507
-0.030,-0.368,0.837,9.155,-20.508,-3.113
-0.046,-0.352,0.908,17.761,-10.559,-0.305
-0.004,-0.376,0.914,16.296,-3.296,-0.671
0.020,-0.383,0.896,3.723,-6.409,0.366
-0.003,-0.338,0.863,-8.606,-13.367,5.310
-0.060,-0.258,0.839,-8.667,-15.381,10.010
-0.115,-0.205,0.857,1.343,-10.925,9.888
-0.127,-0.178,0.875,12.817,-4.639,4.761
-0.140,-0.169,0.914,20.874,-1.648,-1.038
-0.131,-0.203,0.951,26.489,1.892,-5.066
-0.072,-0.241,0.981,24.780,1.526,-7.324
-0.026,-0.254,1.000,12.329,-6.104,-7.202
-0.041,-0.248,1.025,-2.441,-14.893,-4.639
-0.052,-0.261,1.022,-5.737,-12.756,-0.488
-0.086,-0.218,1.024,0.610,-3.662,3.784
-0.142,-0.188,0.989,6.714,6.470,5.188
-0.153,-0.173,0.932,9.583,11.230,1.709
-0.138,-0.187,0.906,8.057,6.653,-2.380
-0.103,-0.234,0.953,5.127,-2.258,-4.333
-0.064,-0.274,1.066,3.479,-7.324,-5.615
-0.060,-0.294,1.149,6.592,-2.502,-5.859
-0.056,-0.313,1.120,9.338,9.521,-4.700
-0.067,-0.303,1.079,3.845,15.442,-2.686
-0.089,-0.288,1.024,-4.089,12.634,0.000
-0.098,-0.277,0.971,-8.362,8.545,1.221
-0.091,-0.272,0.935,-7.385,6.897,0.793
-0.080,-0.253,0.926,-3.967,7.446,-0.916
-0.084,-0.245,0.914,-2.808,7.874,-2.075
-0.086,-0.242,0.916,-4.211,6.042,-2.502
-0.079,-0.246,0.938,-4.944,2.747,-3.174
-0.059,-0.276,0.948,-4.150,-0.305,-5.188
-0.037,-0.300,0.972,-1.770,-2.441,-7.263
-0.024,-0.295,0.994,2.991,-3.357,-7.874
-0.027,-0.282,1.000,6.531,-3.601,-6.897
-0.052,-0.251,0.994,9.766,-3.174,-5.249
-0.059,-0.233,0.975,11.719,-0.488,-5.493
-0.037,-0.229,0.945,8.606,-0.305,-7.629
-0.016,-0.232,0.947,3.113,-5.615,-7.446
0.002,-0.233,0.908,-1.526,-8.972,-4.639
-0.048,-0.202,0.990,-3.784,-8.850,-2.014
-0.065,-0.214,0.962,0.244,-3.906,-1.465
-0.070,-0.241,0.978,4.395,1.648,-1.770
-0.051,-0.271,0.969,4.944,3.113,-2.258
-0.006,-0.305,0.931,2.563,-0.977,-2.014
0.009,-0.312,0.915,-0.732,-4.944,-0.610
-0.013,-0.285,0.906,-1.648,-7.751,2.197
-0.052,-0.253,0.935,-0.793,-10.742,5.249
-0.083,-0.219,0.997,2.075,-14.221,7.202
-0.094,-0.193,1.021,4.761,-15.259,6.104
-0.130,-0.172,1.047,5.310,-14.526,4.761
-0.156,-0.173,1.024,2.136,-13.489,2.808
-0.109,-0.227,1.015,-4.333,-15.381,-2.808
-0.072,-0.344,1.005,-8.179,-13.794,-9.277
-0.043,-0.377,0.994,-3.418,-10.864,-5.981
-0.026,-0.365,0.991,3.845,-5.066,-0.793
-0.028,-0.594,2.432,37.415,8.667,-17.273
-0.054,-0.622,2.381,38.513,11.230,-11.353
-0.019,-0.505,2.879,5.859,-3.662,-4.211
0.055,-0.569,3.224,-1.099,-3.540,1.404
0.110,-0.580,3.474,12.329,14.038,11.902
-0.189,-0.359,4.000,17.883,40.771,27.954
-0.197,-0.387,4.000,35.522,77.087,34.180
-0.096,-0.739,3.932,51.636,132.629,29.114
-0.104,-0.847,3.805,-28.503,144.043,30.273
-0.043,-0.987,3.648,-97.290,135.437,42.664
-0.035,-1.200,3.233,-111.328,147.888,52.063
-0.124,-1.372,2.585,-112.671,181.335,51.453
-0.095,-1.496,1.672,-138.000,192.200,39.124
-0.057,-1.505,0.753,-208.313,149.719,30.273
-0.085,-1.455,0.052,-285.889,90.332,33.264
-0.153,-1.290,-0.532,-308.716,60.425,35.706
-0.190,-1.147,-1.094,-264.404,74.463,30.884
-0.158,-1.147,-1.454,-191.711,104.065,24.902
-0.193,-1.011,-1.416,-108.643,119.080,27.588
-0.238,-0.561,-1.148,-36.377,100.403,38.147
-0.390,-0.178,-0.927,-25.635,60.669,48.096
-0.481,-0.007,-0.998,-85.022,29.358,44.067
-0.555,0.089,-1.399,-176.636,12.146,38.940
-0.737,0.149,-1.979,-242.493,7.996,50.354
-0.876,0.196,-2.373,-249.268,12.268,60.303
-0.929,0.251,-2.592,-190.613,25.818,52.185
-0.832,0.226,-2.776,-103.699,44.739,31.494
-0.703,0.148,-2.936,-37.659,52.124,9.827
-0.574,0.134,-3.089,-12.329,30.945,0.854
-0.547,0.102,-3.159,-14.526,-10.254,5.249
-0.508,0.156,-3.122,-8.118,-45.227,17.578
-0.577,0.151,-3.201,21.423,-57.800,17.761
-0.717,0.074,-3.075,56.213,-76.782,9.644
-0.812,-0.059,-2.672,92.773,-118.774,7.324
-0.796,-0.197,-2.071,126.770,-167.725,-1.038
-0.681,-0.383,-1.373,159.607,-204.285,-16.113
-0.573,-0.604,-0.580,189.697,-225.403,-26.245
-0.358,-0.651,0.298,208.130,-233.948,-24.475
-0.488,-0.834,1.213,200.867,-238.770,-13.062
-0.232,-0.935,1.790,216.248,-195.923,-12.756
-0.396,-0.976,2.321,192.993,-179.504,-12.024
-0.439,-0.828,2.726,171.570,-152.222,-20.752
-0.432,-0.777,2.943,168.701,-119.568,-31.067
-0.441,-0.786,3.101,154.114,-79.590,-24.414
-0.364,-0.802,3.096,135.193,-36.011,-13.489
-0.304,-0.802,3.057,116.394,-0.610,-5.859
-0.220,-0.740,2.945,100.464,27.832,0.061
-0.156,-0.557,2.710,90.332,48.645,3.357
-0.190,-0.406,2.438,80.994,54.810,7.935
-0.517,-0.378,2.204,70.068,59.692,8.118
0.072,-0.473,1.673,56.702,57.983,1.953
-0.207,-0.501,1.365,41.992,7.507,-7.812
0.051,-0.587,1.317,20.264,-15.076,-5.920
-0.018,-0.565,1.149,21.301,-21.423,-5.798
-0.113,-0.505,1.212,41.626,-36.682,-5.249
-0.458,-0.428,1.425,50.110,-76.294,-6.104
-0.240,-0.264,1.779,55.054,-85.571,-3.540
-0.199,-0.143,1.921,73.059,-55.359,-11.292
-0.237,-0.082,1.897,88.074,-26.062,-20.508
-0.304,-0.062,1.851,86.609,-1.526,-17.334
-0.340,-0.035,1.844,73.547,11.108,-14.343
-0.303,-0.089,1.784,52.612,10.132,-19.104
-0.183,-0.225,1.697,24.292,5.127,-24.841
-0.077,-0.350,1.603,3.540,0.977,-23.376
-0.042,-0.408,1.549,0.549,0.000,-20.569
-0.009,-0.446,1.505,8.118,7.446,-19.409
-0.024,-0.560,1.497,12.268,19.226,-15.686
0.037,-0.394,1.377,6.897,28.992,-11.169
-0.013,-0.425,1.238,-0.183,25.146,-12.268
0.003,-0.400,1.136,-11.475,18.250,-8.850
-0.038,-0.393,1.065,-19.958,8.606,-7.996
-0.041,-0.396,1.030,-19.592,3.723,-4.150
-0.028,-0.408,1.030,-10.376,4.639,-3.357
-0.026,-0.436,1.057,2.991,9.338,-5.493
-0.013,-0.460,1.065,14.648,15.198,-6.470
0.031,-0.495,1.042,14.648,18.188,-7.751
0.079,-0.509,1.009,5.798,16.357,-7.019
0.087,-0.494,0.915,-3.296,14.526,-4.456
0.075,-0.478,0.767,-7.080,13.245,-2.625
0.065,-0.431,0.687,-6.348,9.888,-0.061
0.029,-0.357,0.668,-2.502,7.629,4.395
-0.041,-0.297,0.677,7.141,5.859,8.179
-0.126,-0.251,0.766,18.311,3.601,9.155
-0.124,-0.234,0.865,22.034,-2.991,6.409
-0.096,-0.270,0.944,11.108,-15.930,2.747
-0.084,-0.312,1.019,-4.639,-26.245,0.610
-0.077,-0.341,1.083,-9.949,-26.733,0.244
-0.092,-0.348,1.154,-6.042,-17.761,1.160
-0.089,-0.335,1.123,1.831,-1.038,2.686
-0.102,-0.362,1.016,8.301,17.212,3.662
-0.116,-0.347,0.959,4.578,22.888,3.967
-0.140,-0.329,0.890,4.150,21.545,4.883
-0.155,-0.320,0.843,5.554,17.944,4.944
-0.146,-0.348,0.852,7.263,13.733,4.089
-0.126,-0.371,0.975,14.160,14.709,2.747
-0.102,-0.440,0.952,24.780,24.536,0.366
-0.078,-0.449,0.973,20.264,25.574,-0.732
-0.067,-0.426,0.982,12.390,19.409,0.854
-0.098,-0.378,0.979,3.784,12.390,4.089
-0.139,-0.347,0.968,-0.793,10.071,6.287
-0.151,-0.315,0.964,0.488,9.460,6.531
-0.164,-0.277,0.979,5.493,7.874,4.211
-0.156,-0.263,0.988,8.484,5.615,0.610
-0.138,-0.278,0.972,7.324,2.502,-2.258
-0.111,-0.327,0.957,3.174,-2.014,-4.517
-0.066,-0.375,0.956,0.183,-6.897,-5.920
-0.036,-0.402,0.949,-1.953,-9.766,-6.775
-0.007,-0.442,0.926,-5.615,-10.498,-6.104
0.003,-0.462,0.911,-9.155,-11.597,-3.784
-0.016,-0.419,0.892,-8.301,-10.620,0.244
-0.063,-0.339,0.887,-1.526,-6.165,3.174
-0.097,-0.294,0.886,5.554,-0.793,3.967
-0.101,-0.306,0.894,10.559,3.296,1.648
-0.068,-0.339,0.899,12.512,4.456,-1.770
-0.027,-0.393,0.917,8.362,1.831,-3.540
-0.012,-0.444,0.938,2.319,-0.977,-2.563
0.003,-0.462,0.952,-1.099,-2.319,-0.916
-0.001,-0.416,0.962,-3.235,-2.869,1.038
-0.040,-0.349,0.945,-4.578,-1.404,3.784
-0.339,-0.549,2.652,44.067,-106.018,76.355
-0.421,-0.768,3.378,43.335,-148.254,56.702
-0.521,-1.046,4.000,33.325,-182.129,42.664
-0.568,-1.125,4.000,18.250,-188.354,38.391
-0.484,-1.275,4.000,7.751,-145.264,41.138
-0.370,-1.447,4.000,-5.005,-71.594,31.860
-0.315,-1.547,4.000,-26.123,36.865,24.536
-0.363,-1.762,4.000,-49.744,146.484,27.344
-0.287,-1.889,3.223,-73.242,219.849,38.391
-0.375,-1.987,2.351,-98.267,243.591,47.852
-0.553,-1.872,1.849,-116.150,236.938,54.810
-0.399,-1.771,1.313,-107.361,265.320,84.839
-0.303,-1.609,0.795,-90.759,293.701,97.961
-0.345,-1.413,0.384,-76.782,307.129,112.854
-0.456,-1.185,0.062,-56.274,323.303,138.794
-0.644,-0.840,-0.130,-36.194,340.149,160.522
-0.905,-0.333,-0.350,-28.015,342.102,162.964
-1.109,0.070,-0.684,-67.993,303.345,150.146
-1.289,0.346,-0.926,-160.461,225.952,134.888
-1.411,0.512,-1.127,-254.089,137.207,115.540
-1.419,0.539,-1.338,-318.237,58.777,81.787
-1.218,0.323,-1.436,-348.389,4.517,40.588
-1.004,0.134,-1.426,-339.539,-22.766,3.418
-0.799,-0.067,-1.508,-294.373,-20.447,-20.386
-0.543,-0.243,-1.664,-246.765,-6.042,-30.762
-0.381,-0.320,-1.839,-219.971,-3.174,-29.236
-0.302,-0.369,-2.143,-204.590,-10.742,-18.738
-0.168,-0.420,-2.543,-202.637,-32.654,-5.737
-0.009,-0.508,-2.909,-210.266,-77.393,6.348
0.164,-0.680,-3.157,-207.642,-124.390,21.057
0.285,-0.838,-3.298,-174.500,-146.545,36.682
0.267,-0.807,-3.307,-107.056,-145.386,49.622
-0.091,-0.440,-3.020,-17.090,-135.315,66.589
-0.733,0.133,-2.502,78.613,-123.901,84.595
-1.183,0.498,-1.957,138.916,-133.362,76.233
-1.179,0.518,-1.394,140.015,-180.664,43.396
-1.076,0.526,-0.819,115.906,-232.178,17.029
-0.901,0.409,-0.385,106.018,-240.906,6.287
-0.820,0.334,-0.140,114.319,-203.003,-0.427
-0.844,0.325,0.050,134.277,-152.100,-5.188
-0.802,0.207,0.254,157.593,-115.662,-14.038
-0.707,0.038,0.421,168.640,-98.328,-29.846
-0.591,-0.081,0.567,156.982,-99.915,-41.809
-0.521,-0.288,0.723,138.123,-105.896,-48.523
-0.268,-0.610,0.754,123.352,-108.093,-55.786
-0.004,-0.951,0.745,110.596,-91.370,-55.237
0.071,-1.074,0.776,97.900,-80.139,-45.593
-0.110,-0.983,1.073,104.858,-78.064,-25.818
-0.271,-0.774,1.486,131.714,-68.054,-11.963
-0.352,-0.670,1.750,153.442,-52.063,-15.564
-0.398,-0.580,1.994,152.039,-48.279,-23.499
-0.424,-0.555,2.265,136.353,-58.289,-25.513
-0.307,-0.708,2.474,125.793,-54.321,-30.701
-0.184,-0.784,2.681,128.113,-31.494,-35.339
-0.122,-0.726,2.897,138.000,-3.357,-31.799
-0.144,-0.676,3.002,140.381,30.945,-27.344
-0.165,-0.578,2.899,126.770,73.608,-24.902
-0.101,-0.412,2.640,101.318,96.008,-22.522
-0.348,-0.375,2.370,76.721,94.299,-23.193
-0.141,-0.266,2.102,52.124,76.477,-32.654
-0.170,-0.390,1.998,35.156,13.489,-15.991
-0.071,-0.581,1.866,20.935,-2.808,-10.864
0.004,-0.716,1.807,23.499,3.418,-23.499
0.190,-0.849,1.657,37.292,23.193,-38.574
0.352,-0.892,1.494,43.884,32.593,-44.312
0.620,-0.581,1.624,36.682,17.212,-31.494
0.026,-0.716,1.811,22.827,-11.780,-11.536
0.176,-0.381,1.963,44.861,-19.958,0.183
-0.411,-0.205,4.000,49.927,-6.836,3.479
0.553,-0.538,1.933,87.097,182.007,-7.446
0.236,-0.353,1.896,54.993,246.399,-17.700
